RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,cos(RI+Na),cos(RI+Mg),cos(RI+Al),cos(RI+Si),cos(RI+K),cos(RI+Ca),cos(RI+Ba),cos(RI+Fe),cos(Na+Mg),cos(Na+Al),cos(Na+Si),cos(Na+K),cos(Na+Ca),cos(Na+Ba),cos(Na+Fe),cos(Mg+Al),cos(Mg+Si),cos(Mg+K),cos(Mg+Ca),cos(Mg+Ba),cos(Mg+Fe),cos(Al+Si),cos(Al+K),cos(Al+Ca),cos(Al+Ba),cos(Al+Fe),cos(Si+K),cos(Si+Ca),cos(Si+Ba),cos(Si+Fe),cos(K+Ca),cos(K+Ba),cos(K+Fe),cos(Ca+Ba),cos(Ca+Fe),cos(Ba+Fe)
1.51848,13.64,3.87,1.27,71.96,0.54,8.32,0.0,0.32,-0.8527944974741994,0.6257487112411771,-0.9383008418741792,-0.34190879577021627,-0.4685808562159354,-0.9156388742108278,0.05229246511320202,-0.2644983147776392,0.22918508875589363,-0.6981663254134911,-0.7130213287260163,-0.042819962619365874,-0.9995149223555243,0.4769373749033424,0.17624157161241205,0.4146981135607826,0.9082238226610911,-0.297801641323633,0.9300047296636605,-0.7462355491298028,-0.4989519209661404,-0.5625173152563753,-0.23692904868467468,-0.986381860569534,0.2962808729253187,-0.019202492901692646,-0.9705316516498831,0.16857848254385563,-0.9563266636932889,-0.9997269581067343,-0.8447074629185166,0.8577086813638242,0.6524374681640518,-0.44933280628083877,-0.7075451946476834,0.9492354180824408
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0.0,0.0,-0.4517831216896924,0.38346114584759433,-0.9944228935612224,0.7092985671038657,-0.577067697854863,-0.9968931096700676,0.05483880346098655,0.05483880346098655,-0.563618288641882,-0.45541032994401826,-0.20239015609065747,0.36828802282760675,-0.47911638187223204,0.866010098357455,0.866010098357455,0.3872168365049364,0.27541369412846184,-0.43711544130702784,0.41179751556429955,-0.9011387094668886,-0.9011387094668886,0.7121616607553132,-0.5803868631552218,-0.997205430865212,0.05077448493357918,0.05077448493357918,-0.05739579960122784,0.730727718425091,-0.6649503643367158,-0.6649503643367158,-0.6020119026848236,0.7838216658808492,0.7838216658808492,0.023979335325952467,0.023979335325952467,1.0
1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0.0,0.0,-0.6587401766722191,0.365268316602034,-0.998472303240808,0.5302391780983526,-0.527379801747604,-0.9998294720593605,0.05445937132691445,0.05445937132691445,-0.3604586903299323,-0.6981663254134911,-0.18276488571792046,0.18607606500181081,-0.7240442547667263,0.7153794036061152,0.7153794036061152,0.4146981135607818,0.5046875588337032,-0.5075931258152773,0.4479094169177297,-0.9096285273579445,-0.9096285273579445,0.5749742218207203,-0.5722145708524368,-0.999379768101426,0.0007963267107332633,0.0007963267107332633,-0.3404800069736888,0.6046985582788975,-0.8177133982046514,-0.8177133982046514,-0.6020119026848236,0.8196480178454795,0.8196480178454795,-0.03601057862341526,-0.03601057862341526,1.0
1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0.0,0.0,-0.3883063925253066,0.3556140859571435,-0.996335764279325,0.7163329998699994,-0.6171879216547098,-0.9999611220358535,0.0548088485796945,0.0548088485796945,-0.6432684776134739,-0.4103456479116734,-0.26074901266750355,0.3868073630245079,-0.47911638187223204,0.8988625176184495,0.8988625176184495,0.37797774271298024,0.2945838475183514,-0.41904111212235556,0.44790941691773123,-0.9137372031415447,-0.9137372031415447,0.7328985182584749,-0.6359228165940023,-0.9998841469978862,0.030791459082466124,0.030791459082466124,0.002572637802029752,0.7829459230080884,-0.6574483660720191,-0.6574483660720191,-0.6932712706162248,0.751805729140895,0.751805729140895,-0.04600212563953695,-0.04600212563953695,1.0
1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0.0,0.0,-0.3882511000067055,0.37417873625163,-0.993315066314939,0.7232332180761958,-0.593260975530999,-0.9986935531188397,0.05486875829292368,0.05486875829292368,-0.627828035246386,-0.38280720767428694,-0.2510820699716717,0.4142939794684661,-0.5308877207715234,0.8988625176184495,0.8988625176184495,0.3687008514617332,0.2657868257612953,-0.42809968152039385,0.5179269160737922,-0.9054288894796296,-0.9054288894796296,0.7191460910148135,-0.5885011172553458,-0.9989776578286707,0.0607588812193859,0.0607588812193859,-0.01742647722135918,0.8245392184377855,-0.6498806235185869,-0.6498806235185869,-0.7145763808626919,0.7712460149971067,0.7712460149971067,-0.10581987174621767,-0.10581987174621767,1.0
1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0.0,0.0,-0.730656529402955,0.4023304764941661,-0.9963775534048265,0.07894042247791665,-0.5692996022901871,-0.9926070846353936,0.05431957855544857,0.05431957855544857,-0.22676960754712588,-0.7465310905707387,-0.5344002117592606,0.0371583847908264,-0.8672479032106911,0.6420482618963624,0.6420482618963624,0.42377681767942826,0.8243313311075577,-0.42809968152039385,0.6007394263410085,-0.8922884481070684,-0.8922884481070684,0.10239287160306135,-0.5885011172553458,-0.989473798492712,0.030791459082466124,0.030791459082466124,-0.7014481688394929,0.30447511631357116,-0.9911195342565594,-0.9911195342565594,-0.7419796317705514,0.7899922314973651,0.7899922314973651,-0.17511085919081024,-0.17511085919081024,1.0
1.51627,13.0,3.58,1.54,72.83,0.61,8.04,0.0,0.0,-0.370087362791306,0.3745218325752168,-0.9963622300959024,0.4958754266368172,-0.527345816139649,-0.9913673708621842,0.05449931192282796,0.05449931192282796,-0.6432684776134739,-0.39202619603665106,-0.5344002117592606,0.5030869325110907,-0.580748437165977,0.9074467814501962,0.9074467814501962,0.39641720893592247,0.5303556439480402,-0.4989519209661404,0.5846314504470894,-0.9054288894796296,-0.9054288894796296,0.516340864031509,-0.547357665480271,-0.9879772279808665,0.030791459082466124,0.030791459082466124,-0.37780770097834254,0.6884772330708936,-0.8400781980434484,-0.8400781980434484,-0.7145763808626908,0.8196480178454795,0.8196480178454795,-0.18494742685526652,-0.18494742685526652,1.0
1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0.0,0.14,-0.9632802868913786,0.3181154594388583,-0.9303380650311293,0.5385393467914985,-0.3101337092497256,-0.9995085650746975,0.05463910332141444,-0.08523014660630894,0.16054264564763404,-0.8587540588864562,0.3951232606884147,-0.1522387756638648,-0.9914123451490399,0.21546397609860915,0.07709037914882415,0.05757915612384602,0.538806737688499,-0.7327735548521205,0.44790941691773123,-0.9292542053441233,-0.8686094366471648,0.29797696348019087,-0.04918382191417055,-0.9725660176364082,0.3153223623952687,0.17981297767299934,-0.5458702078170199,0.6513690257679214,-0.8119163530990349,-0.7225109477983751,-0.4403768442844543,0.9323273456060345,0.8727445076457513,-0.08591232799733246,-0.22409894347229967,0.9902159962126371
1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0.0,0.0,-0.1974274850000343,0.31789739907150766,-0.9626130547030023,0.5213845084591886,-0.593260975530999,-0.9981326296284101,0.05486875829292368,0.05486875829292368,-0.8068259031699938,-0.550391482251953,-0.654709301355414,0.5868532072224946,-0.36128699878342074,0.9680081178413225,0.9680081178413225,0.6500202010177517,0.5555464447807561,-0.4815206960416738,0.4745262178775267,-0.9292542053441233,-0.9292542053441233,0.8031552984346968,-0.8516909814865656,-0.9025150646103678,-0.32328956686350335,-0.32328956686350335,-0.2738822864870273,0.6589239420322607,-0.8234286726518811,-0.8234286726518811,-0.7215361100350928,0.7712460149971067,0.7712460149971067,-0.11575826821694583,-0.11575826821694583,1.0
1.51592,12.86,3.52,2.12,72.66,0.69,7.97,0.0,0.0,-0.23649124064825977,0.3179163615103322,-0.8802880424810324,0.34148144618577564,-0.5932770756162565,-0.9981314077490103,0.054848788410450884,0.054848788410450884,-0.7825552589379462,-0.7465310905707387,-0.7667724528530832,0.554004689483343,-0.3982862489800027,0.9571997356932865,0.9571997356932865,0.8001894410728062,0.7096631721308297,-0.4815206960416738,0.4745262178775267,-0.9292542053441233,-0.9292542053441233,0.8149092729085474,-0.9455250556146959,-0.786779754396419,-0.5220081751547073,-0.5220081751547073,-0.45949573073569183,0.4963483608485395,-0.9197438317815955,-0.9197438317815955,-0.7215361100350928,0.7712460149971067,0.7712460149971067,-0.11575826821694583,-0.11575826821694583,1.0
1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0.0,0.0,-0.5881448250159097,0.25083333890011217,-0.9809190540751942,0.7568647803368926,-0.5270569044109825,-0.9988071755781462,0.05483880346098655,0.05483880346098655,-0.5469859627942356,-0.5165638642860119,0.02619902823342388,0.2736318165501685,-0.6362654726135514,0.775285470129288,0.775285470129288,0.1668273258502217,0.34197706985385845,-0.6070865055389545,0.3092703896313519,-0.9528182145943047,-0.9528182145943047,0.6979798590772273,-0.452176162140912,-0.9909311911069864,0.1403316058467367,0.1403316058467367,-0.0474095812030249,0.7952303050018965,-0.6110824591457213,-0.6110824591457213,-0.57778999729752,0.8196480178454795,0.8196480178454795,-0.006018329693981597,-0.006018329693981597,1.0
1.51646,13.41,3.55,1.25,72.81,0.68,8.1,0.0,0.0,-0.7098555177341932,0.3467191601791611,-0.9304590263595712,0.4785763767116749,-0.5856353585371055,-0.9816851780263157,0.05430959331671475,0.05430959331671475,-0.31338888231930906,-0.499336723324618,-0.17292434491803302,0.047149454223816396,-0.8864639497471927,0.6647558386752103,0.6647558386752103,0.0874989834394464,0.5720639407022883,-0.4638968692589809,0.6087037053392172,-0.917754505966276,-0.917754505966276,0.23048166007764098,-0.35152884194096007,-0.997205430865212,0.3153223623952687,0.3153223623952687,-0.331060622262033,0.7169291074039128,-0.8507587710905391,-0.8507587710905391,-0.7992332368822151,0.7775727187509279,0.7775727187509279,-0.2435441537357911,-0.2435441537357911,1.0
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0.0,0.09,-0.45179204294509956,0.3179353238219902,-0.9971397025936198,0.5299254380107259,-0.5852137805718755,-0.990053173113882,0.054828818506038345,-0.035136439456929486,-0.6200132530455742,-0.4819098543316285,-0.4203200155641418,0.3589726460625431,-0.659119808753769,0.866010098357455,0.8175634670999905,0.3500373909938912,0.5472039512041809,-0.4902608213406995,0.5433527633267751,-0.9292542053441233,-0.8922884481070684,0.5584968911839864,-0.6124875656583851,-0.9846878557941267,0.02079482780309243,-0.06914844865406218,-0.2738822864870136,0.7238646058431897,-0.8177133982046514,-0.7626675025278731,-0.7681958735481255,0.7775727187509279,0.7179106696109434,-0.19476549993116135,-0.2821345921595565,0.9959527330119943
1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0.0,0.0,-0.9984253084238587,-0.1080874040131963,-0.8993580359412572,-0.033331184626819735,-0.8640668705274591,-0.6743679325715195,0.05667594079917027,0.05667594079917027,0.06120213322788898,-0.8126933564502385,0.13578130292964652,-0.9366123702243704,-0.7892874997965015,-0.11259379263383547,-0.11259379263383547,0.44180619030570545,0.9996017382081281,-0.4989519209661411,-0.7349373479229638,-0.9986693942378135,-0.9986693942378135,0.5077513583601163,-0.9992625285327209,-0.9651506312230295,-0.48748210233435935,-0.48748210233435935,-0.432647570452472,-0.6820869133526832,-0.999726958106734,-0.999726958106734,-0.3202736754213679,0.4535961214255773,0.4535961214255773,0.6989881705363377,0.6989881705363377,1.0
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0.0,0.0,-0.6736104960463059,0.37450328813840034,-0.9908551551806357,0.3975292711776355,-0.38522688800304483,-0.9549004368861742,0.05451928218808901,0.05451928218808901,-0.33231743804586683,-0.6539796360890286,-0.30867336544598906,0.3213615379303746,-0.9126199946157589,0.7012625396704327,0.7012625396704327,0.3500373909938912,0.6202175538878211,-0.6306488338927754,0.7134613224062335,-0.9054288894796296,-0.9054288894796296,0.3733083596957192,-0.36087288013976715,-0.9623648798313098,0.08070844845480062,0.08070844845480062,-0.6110824591457213,0.7307277184251006,-0.8945517685727479,-0.8945517685727479,-0.7215361100350928,0.9004471023526769,0.9004471023526769,-0.3485450521612564,-0.3485450521612564,1.0
1.51569,13.24,3.49,1.47,73.25,0.38,8.03,0.0,0.0,-0.5798324766653544,0.2891138432186822,-0.9878717765346249,0.80653220840135,-0.319208023387815,-0.9926990407227652,0.055078440732281395,0.055078440732281395,-0.5216293511990908,-0.5420150349464445,0.09605370603367476,0.4944195642950175,-0.7510478805727026,0.7815627107880266,0.7815627107880266,0.24508854269136174,0.22702323375782762,-0.7462355491298028,0.5007159772707912,-0.9399176386599379,-0.9399176386599379,0.778688425184002,-0.27559024682451294,-0.9971721561963784,0.10062573338693172,0.10062573338693172,-0.19614731702428378,0.9205113920620962,-0.5458702078170199,-0.5458702078170199,-0.5278085365487928,0.9286646355765102,0.9286646355765102,-0.17511085919081024,-0.17511085919081024,1.0
1.51645,13.4,3.49,1.52,72.65,0.67,8.08,0.0,0.1,-0.702769555327261,0.2898413036416431,-0.9944776015106936,0.3325655229122032,-0.5774923019003418,-0.9853005098097701,0.05431957855544857,-0.045637815853068114,-0.3790408608781635,-0.7052906540571183,-0.337065235769434,0.06711644974427175,-0.8721832238518925,0.6721930835534681,0.594920663309892,0.2932370853988631,0.7372696473652987,-0.5247223998073464,0.5433527633267751,-0.9399176386599379,-0.9011387094668883,0.33591135484320267,-0.5803868631552218,-0.984687855794127,0.05077448493357918,-0.04918382191417055,-0.4859303758762685,0.5805364154219413,-0.9236229710636706,-0.8807423311097222,-0.7808456836057491,0.7838216658808492,0.7179106696109434,-0.22409894347229967,-0.3202736754213679,0.9950041652780257
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0.0,0.0,-0.3792753992946194,0.2991397737752667,-0.9894461963062604,0.5469801412100239,-0.5187461417679923,-0.9777376845979304,0.054589177944714865,0.054589177944714865,-0.6952442031491103,-0.34555772598306705,-0.4739735628314786,0.5030869325110907,-0.6515665988805297,0.9031998091484483,0.9031998091484483,0.2644282479640558,0.5472039512041809,-0.5748239465332692,0.5846314504470894,-0.9364566872907963,-0.9364566872907963,0.516340864031509,-0.48748210233435935,-0.984687855794127,0.09067162446430967,0.09067162446430967,-0.3310606222620464,0.7829459230080884,-0.806038117034695,-0.806038117034695,-0.7617554219195393,0.8253356149096783,0.8253356149096783,-0.26289194958500034,-0.26289194958500034,1.0
1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0.0,0.09,0.07070788960776109,0.2802082274020522,-0.9701840363155237,0.7949788052716755,-0.5443412894672754,-0.9853090500805513,0.05436950466761925,-0.03559615168463121,-0.9485927618839505,-0.2790772624876411,-0.5759763225591128,0.8175634670999894,-0.20811537716051456,0.9998660044853249,0.9972905811615752,0.5952775479886061,0.25613337893304083,-0.5666125708436437,0.5349306910159652,-0.9432845990484758,-0.9096285273579445,0.9558599183022551,-0.8011436155469337,-0.865212631343072,-0.294759352997261,-0.3794517647881547,0.032566881142087285,0.9318169065843123,-0.5625173152563635,-0.4859303758762685,-0.7552387953835575,0.8080275083121519,0.751805729140895,-0.22409894347229967,-0.3107845691391436,0.9959527330119943
1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0.0,0.22,-0.3062422071193424,0.5192909218697972,-0.8711863910667772,-0.029013287394257365,-0.554376544673599,-0.4944172577309728,0.0523623692119439,-0.1668299422523583,-0.5718503239433076,0.09701411442317345,-0.9260460828719361,0.5372447313175408,-0.9948888428068524,0.9346121234252918,0.8344681549537633,0.13717711210090816,0.8128450723939303,-0.3263021781536835,0.991084871814253,-0.8262338476412722,-0.683384803583336,-0.42361045720064006,-0.17824605564949209,-0.7989662576069335,0.44466151674170673,0.23847605343372313,-0.7879221815181183,0.9041506194668126,-0.999726958106734,-0.9705316516498831,-0.9846878557941267,0.8020957578842927,0.6524374681640519,-0.8939211110263923,-0.9701911580773576,0.9758974493306055
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0.0,0.0,-0.2752820340321503,0.241257112892371,-0.9846319135160477,0.6806303152549854,-0.3757942285902476,-0.9354479599744738,0.0547189836399584,0.0547189836399584,-0.8068259031699938,-0.21122987870191642,-0.4203200155641418,0.7153794036061152,-0.6813809815553604,0.9448600381598606,0.9448600381598606,0.17667868149685725,0.45201234267200896,-0.7395415287592585,0.6551836679493354,-0.9558059386176664,-0.9558059386176664,0.6307913561627237,-0.31381055935888225,-0.9567375630830606,0.1205027693673666,0.1205027693673666,-0.32160813176404734,0.9388886398316535,-0.6942860108229739,-0.6942860108229739,-0.7552387953835564,0.9047516632199635,0.9047516632199635,-0.40412164452679195,-0.40412164452679195,1.0
1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0.0,0.19,-0.4782957447845288,0.21187294774677137,-0.9989553585808555,0.8125144585867198,-0.015083101245767656,-0.8864854854915789,0.0548887281534492,-0.13467322242642732,-0.6807306451508595,-0.5335843865891177,-0.013797535904386184,0.811764300246999,-0.8864639497471927,0.8506218777929894,0.7360164495269498,0.2740589195454275,0.2945838475183514,-0.9432845990484758,0.7204324789908387,-0.9641944846423657,-0.896758416334147,0.848197327247031,-0.0791208888067341,-0.8550121605480263,-0.009203543268808336,-0.19788881460910904,-0.47716624999782054,0.9995067781188238,-0.5374643566887566,-0.36853012420193454,-0.5695993893834334,0.9975510002532796,0.9663899781345132,-0.5107168432519059,-0.6638973450543533,0.9820042351172703
1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0.0,0.0,-0.5800035583807082,0.14301891519621734,-0.9879043618441833,0.7092774195392778,-0.3288670781506325,-0.9519906827192025,0.05486875829292368,0.05486875829292368,-0.6432684776134739,-0.5420150349464445,-0.05377202692809496,0.4857027545345312,-0.8622258585018747,0.7815627107880266,0.7815627107880266,0.09745608858848574,0.5046875588337032,-0.8318257152467456,0.5349306910159652,-0.9803817461388988,-0.9803817461388988,0.6761854923786881,-0.28518905924502064,-0.9650343229592003,0.10062573338693172,0.10062573338693172,-0.3310606222620464,0.9353995427953716,-0.6649503643367158,-0.6649503643367158,-0.6860299601802835,0.9249090598573131,0.9249090598573131,-0.35790038912391375,-0.35790038912391375,1.0
1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0.0,0.0,-0.08900512281140996,0.13350124882414888,-0.9908605515815101,0.8242422312336419,-0.5773616711281813,-0.9455512964933188,0.05447934163576718,0.05447934163576718,-0.9453803929404633,-0.06279172292408353,-0.3929136907484288,0.6868651800689234,-0.5052293874952718,0.9897030197746428,0.9897030197746428,0.10740344820988025,0.35135689749688986,-0.6536436208636119,0.5433527633267751,-0.9823037763382316,-0.9823037763382316,0.809072738971454,-0.5556991462506127,-0.9537802521896863,0.08070844845480062,0.08070844845480062,0.12226594815950505,0.9870018252063467,-0.5204922624215538,-0.5204922624215538,-0.8704020629027672,0.7838216658808492,0.7838216658808492,-0.3765027618802833,-0.3765027618802833,1.0
1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0.0,0.0,-0.6753454877883053,0.23402054842799555,-0.9814346493112334,-0.04880796003184334,-0.44197901366839665,-0.7688075176703032,0.052172628919414564,0.052172628919414564,-0.46953107608265787,-0.6074393262879023,-0.6988568171966523,0.26399995025572004,-0.9995149223555243,0.7012625396704327,0.7012625396704327,0.1470755535718631,0.957734423114678,-0.6978483250035635,0.8595690260008146,-0.9586980828436685,-0.9586980828436685,-0.13699518575879943,-0.36087288013976715,-0.8223757898643389,0.1403316058467367,0.1403316058467367,-0.8710949047148251,0.6811903508338712,-0.9999943250345793,-0.9999943250345793,-0.950865146886587,0.8727445076457513,0.8727445076457513,-0.6787200473200125,-0.6787200473200125,1.0
1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0.0,0.15,-0.3905629741663725,0.4132507550801781,-0.8455602411676728,0.030977684047604676,-0.554376544673599,-0.3402326414767423,0.0523623692119439,-0.09745872954638644,-0.5962000583995724,0.057135808750675095,-0.8592480698394066,0.45926441692078623,-0.987409621077737,0.8988625176184495,0.8232808782875726,-0.03238331775972473,0.8463102214441804,-0.43711544130702784,0.9831874470475918,-0.8877292517787501,-0.8089647866300855,-0.41453098325609555,-0.12884449429552486,-0.7212285692729445,0.48887208186052755,0.35301940121933034,-0.7495800213847379,0.9777362253881627,-0.9965268199951545,-0.9728928220824876,-0.9410003364789372,0.8020957578842927,0.7038453156522362,-0.9568666743872638,-0.9895379644680317,0.9887710779360422
1.51743,12.2,3.25,1.16,73.55,0.62,8.9,0.0,0.24,0.40752024283096716,0.055013232569588094,-0.8941967374348526,0.9457848571162568,-0.5367948826809816,-0.5464707599351516,0.05334099949804214,-0.18555208396243245,-0.966911577546057,0.7012625396704327,-0.6002374654987003,0.9680081178413229,-0.628519086319688,0.9336336440746373,0.9920258543399803,-0.297801641323633,0.16821640767407295,-0.7462355491298028,0.9145628431984176,-0.9941296760805463,-0.9399176386599379,0.7723754874596706,-0.2076810016087836,-0.8049399679500471,0.3993395294062732,0.169967142900241,0.33591135484320267,0.7188908065772779,-0.2738822864870273,-0.037418621886223705,-0.9954698062031188,0.8138784566625339,0.6524374681640519,-0.8654352092411123,-0.9597240569847161,0.9713379748520297
1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0.0,0.0,-0.04970257230786167,-0.3102908613815555,-0.996364386433606,0.7829927686139396,-0.6257507811045864,-0.8067814102085313,0.053880222926690355,0.053880222926690355,-0.987549724003377,-0.24045352646157028,-0.49148837874026047,0.6721930835534681,-0.7101053000132236,0.9946352787954386,0.9946352787954386,-0.12208366377743342,0.7701141090296713,-0.8922884481070684,0.41179751556429794,-0.9659793123979747,-0.9659793123979747,0.8878137877276204,-0.7638152020777741,-0.6783938504738454,-0.13875453495237758,-0.13875453495237758,0.11233502658579932,0.9976485590263838,-0.5789394232697471,-0.5789394232697471,-0.9880457848572423,0.7451744023448704,0.7451744023448704,-0.6334613253642747,-0.6334613253642747,1.0
1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0.0,-0.33437601684087265,-0.2321417231329454,-0.9813405510405097,0.5734268516267719,-0.520395186271887,-0.6345794797922544,-0.08720277360529288,0.05266195529619122,-0.9776043094872278,-0.2501479486308675,-0.49148837874026047,0.5456519927727256,-0.9710643148808378,0.8609666164623055,0.9235231208640653,-0.3168333656023185,0.8861732591046936,-0.9137372031415447,0.6848703183835534,-0.9991351502732795,-0.9835573130340064,0.4991110779760246,-0.4432344156657089,-0.7001262430542188,0.0007963267107334854,0.1403316058467367,-0.3026076175897515,0.9995913050105635,-0.6942860108229739,-0.7879221815181183,-0.9993953076743254,0.7384685587295879,0.8253356149096783,-0.8800741638058526,-0.8052033853057,0.9902159962126371
1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,-0.12902238264902288,-0.3389861019741171,-0.9829284037561068,0.8186880699473356,-0.4931906253937765,-0.6357843650171625,-0.055724792904768554,-0.16499572135397275,-0.9941776251838151,-0.05280848317387905,-0.36515377013193395,0.7292101253186201,-0.8999469179222435,0.9571997356932865,0.919641581462169,-0.4099406389623056,0.7506332695523072,-0.9614943580602988,0.6007394263410085,-0.9835573130340064,-0.9974383404070185,0.7723754874596706,-0.4252188520981522,-0.6929511652560973,0.02079482780309243,-0.08908541693645897,0.01257230941353963,0.9291863380514094,-0.432647570452472,-0.3310606222620464,-0.9979026414617453,0.7775727187509279,0.7038453156522362,-0.8654352092411113,-0.9152058219175658,0.946042343528387
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0.0,0.0,0.2666031960848034,-0.4574175749768321,-0.9999837131426874,0.531078287744341,-0.6023993433043346,-0.24573152747445112,0.05347081397316059,0.05347081397316059,-0.8033104204822067,0.15652069800626667,-0.9222257392937584,0.8853131098124399,-0.9166623852129241,0.976683059583864,0.976683059583864,-0.35450906504813195,0.9816672133697034,-0.9614943580602988,0.8159818923245947,-0.912438361391958,-0.912438361391958,0.6230004212937645,-0.6883440203992383,-0.1351593510936451,-0.059169093714148135,-0.059169093714148135,-0.2545935297621362,0.9136625655223527,-0.8177133982046514,-0.8177133982046514,-0.8750670286215942,0.7648421872844885,0.7648421872844885,-0.9810906691380453,-0.9810906691380453,1.0
1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0.0,0.2,-0.0010330586621813164,-0.4206747734625029,-0.7014312870352052,0.9975493432963236,-0.2930388476857179,-0.05734281521328514,0.05257207996734577,-0.14687045883968644,-0.946700369671549,0.6343496453068599,0.0361941191497923,0.9196415814621697,-0.9988070064251179,0.9985622891321233,0.9680081178413229,-0.9011387094668886,0.3885155276129461,-0.9995009936263278,0.9262828155547176,-0.9280727102093326,-0.9835573130340064,0.7260586072644791,0.3809248243668818,-0.6783938504738454,0.6748757600712672,0.5148188449699553,0.3264757803546112,0.02220349535520455,-0.01742647722135918,0.18156005444969972,-0.9410003364789378,0.9393727128473789,0.8525245220595057,-0.9999885855671581,-0.9810046215940664,0.9800665778412416
1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0.0,0.0,-0.9283998336868974,-0.035131749533829845,-0.578145233937231,-0.9873257070373955,-0.036445600040983364,0.824838757366491,0.04353256540960056,0.04353256540960056,-0.3228693035132352,-0.3172545344270358,-0.8991374348965084,0.25434168418624353,0.9531662262589762,0.33081487794904696,0.33081487794904696,-0.7848096869247678,-0.10722084852347653,-0.9960946152060809,-0.6074393262879038,-0.999964658471342,-0.999964658471342,-0.5177041303037249,0.7384685587295879,0.9647326178866098,0.7899922314973651,0.7899922314973651,0.035827036882378156,0.8635185069382736,0.11557584068214205,0.11557584068214205,0.6627054794239857,0.9968017063026194,0.9968017063026194,0.60073942634101,0.60073942634101,1.0
1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0.0,0.0,-0.9380410000485874,-0.2843122332625148,-0.9015348800228119,-0.914118069516136,-0.033297517170192095,0.9683481655061948,0.04667935805633858,0.04667935805633858,-0.5216293511990908,-0.7596879128588212,-0.9877010522639597,0.2252181581332822,0.8714030247877079,0.3023593987747328,0.3023593987747328,-0.599109926407685,0.2207395315761499,-0.9869722926960376,0.43241277233123077,-0.9709581651495905,-0.9709581651495905,-0.9979928587787161,0.3153223623952687,0.8217217718383772,0.3901516843082303,0.3901516843082303,-0.517704130303737,0.966751243530143,-0.44767656729816757,-0.44767656729816757,-0.1252445195762514,0.9968017063026194,0.9968017063026194,-0.20412938885309476,-0.20412938885309476,1.0
1.52475,11.45,0.0,1.88,72.19,0.81,13.24,0.0,0.34,0.9177656101758371,0.046030056790033615,-0.965573470237695,-0.11243908186119198,-0.6917818179165399,-0.5871900841306976,0.046030056790033615,-0.2897385634364455,0.4389463812275539,0.7223308807054338,-0.3781477716980203,0.9534344706181513,0.9035806678869679,0.4389463812275539,0.7134613224062323,-0.3043001710598332,-0.9977809739150811,0.6894984329517471,0.7815627107880266,1.0,0.9427546655283462,0.24020074060519175,-0.8997532112139414,-0.8320721131583901,-0.3043001710598332,-0.6045522710579293,-0.7361927182273159,-0.8213638686489283,-0.9977809739150811,-0.9628668191752097,0.08705659957970344,0.6894984329517471,0.40848744088415717,0.7815627107880266,0.5287837458369267,0.9427546655283462
1.53125,10.73,0.0,2.1,69.81,0.58,13.3,3.15,0.28,0.9538107259607245,0.03953601977196579,-0.8824940684589933,-0.6094885390176952,-0.5145250581767106,-0.6396809103701651,-0.03113394838207636,-0.23814327196240515,-0.2624634655510413,0.9654505708692729,0.4163138313251015,0.3092703896313519,0.45115141704025374,0.25434168418624353,0.014425212106301138,-0.5048461045998575,0.7680782785634734,0.8364626499151869,0.7427491727036695,-0.999964658471342,0.9610554383107709,-0.9405225913012191,-0.8953443058394921,-0.9529529168871803,0.5120854772418406,-0.7237378787025686,0.2915383970160547,0.1417265168137487,-0.7626675025278731,0.5611998194864927,0.25434168418624353,-0.8318257152467456,0.6524374681640519,-0.7370936841921478,0.5287837458369267,-0.9586980828436686
