STG,SCG,STR,LPR,PEG,STG*SCG,STG*STR,STG*LPR,STG*PEG,SCG*STR,SCG*LPR,SCG*PEG,STR*LPR,STR*PEG,LPR*PEG
0.28,0.28,0.38,0.29,0.62,0.07840000000000001,0.10640000000000001,0.08120000000000001,0.1736,0.10640000000000001,0.08120000000000001,0.1736,0.11019999999999999,0.2356,0.1798
0.26,0.26,0.35,0.62,0.24,0.06760000000000001,0.091,0.1612,0.0624,0.091,0.1612,0.0624,0.217,0.08399999999999999,0.1488
0.3,0.32,0.43,0.87,0.83,0.096,0.129,0.261,0.24899999999999997,0.1376,0.2784,0.2656,0.3741,0.3569,0.7221
0.25,0.26,0.51,0.04,0.13,0.065,0.1275,0.01,0.0325,0.1326,0.010400000000000001,0.033800000000000004,0.0204,0.0663,0.005200000000000001
0.28,0.27,0.56,0.14,0.31,0.07560000000000001,0.15680000000000002,0.039200000000000006,0.0868,0.15120000000000003,0.03780000000000001,0.08370000000000001,0.07840000000000001,0.1736,0.0434
0.31,0.32,0.69,0.3,0.98,0.0992,0.21389999999999998,0.093,0.3038,0.2208,0.096,0.3136,0.207,0.6761999999999999,0.294
0.28,0.29,0.57,0.6,0.27,0.08120000000000001,0.1596,0.168,0.07560000000000001,0.16529999999999997,0.174,0.0783,0.34199999999999997,0.1539,0.162
0.27,0.28,0.59,0.69,0.26,0.07560000000000001,0.1593,0.1863,0.07020000000000001,0.1652,0.1932,0.0728,0.40709999999999996,0.1534,0.1794
0.25,0.28,0.77,0.11,0.31,0.07,0.1925,0.0275,0.0775,0.2156,0.030800000000000004,0.0868,0.0847,0.2387,0.0341
0.25,0.54,0.31,0.25,0.08,0.135,0.0775,0.0625,0.02,0.16740000000000002,0.135,0.0432,0.0775,0.0248,0.02
0.29,0.66,0.35,0.28,0.31,0.1914,0.10149999999999999,0.08120000000000001,0.0899,0.23099999999999998,0.18480000000000002,0.2046,0.098,0.1085,0.0868
0.29,0.74,0.39,0.41,0.54,0.21459999999999999,0.11309999999999999,0.11889999999999998,0.1566,0.2886,0.3034,0.3996,0.1599,0.2106,0.2214
0.31,0.82,0.47,0.4,0.99,0.2542,0.1457,0.124,0.3069,0.38539999999999996,0.328,0.8118,0.188,0.4653,0.396
0.28,0.55,0.38,0.9,0.22,0.15400000000000003,0.10640000000000001,0.25200000000000006,0.06160000000000001,0.20900000000000002,0.49500000000000005,0.12100000000000001,0.342,0.08360000000000001,0.198
0.33,0.04,0.02,0.12,0.11,0.013200000000000002,0.006600000000000001,0.0396,0.0363,0.0008,0.0048,0.0044,0.0024,0.0022,0.0132
0.37,0.09,0.1,0.13,0.32,0.033299999999999996,0.037,0.048100000000000004,0.1184,0.009,0.0117,0.0288,0.013000000000000001,0.032,0.041600000000000005
0.4,0.15,0.16,0.3,0.58,0.06,0.064,0.12,0.23199999999999998,0.024,0.045,0.087,0.048,0.0928,0.174
0.37,0.07,0.1,0.41,0.3,0.025900000000000003,0.037,0.1517,0.111,0.007000000000000001,0.0287,0.021,0.041,0.03,0.12299999999999998
0.41,0.11,0.21,0.44,0.57,0.045099999999999994,0.0861,0.18039999999999998,0.23369999999999996,0.0231,0.0484,0.06269999999999999,0.0924,0.11969999999999999,0.25079999999999997
0.42,0.13,0.15,0.94,0.3,0.0546,0.063,0.3948,0.126,0.0195,0.1222,0.039,0.141,0.045,0.282
0.41,0.04,0.33,0.26,0.12,0.016399999999999998,0.1353,0.1066,0.049199999999999994,0.013200000000000002,0.010400000000000001,0.0048,0.0858,0.0396,0.0312
0.38,0.09,0.37,0.28,0.32,0.0342,0.1406,0.10640000000000001,0.1216,0.033299999999999996,0.0252,0.0288,0.10360000000000001,0.1184,0.08960000000000001
0.42,0.29,0.14,0.03,0.68,0.12179999999999999,0.058800000000000005,0.012599999999999998,0.2856,0.040600000000000004,0.0087,0.19720000000000001,0.004200000000000001,0.09520000000000002,0.0204
0.4,0.3,0.18,0.29,0.59,0.12,0.072,0.11599999999999999,0.236,0.054,0.087,0.177,0.052199999999999996,0.10619999999999999,0.17109999999999997
0.38,0.33,0.1,0.07,0.4,0.1254,0.038000000000000006,0.026600000000000002,0.15200000000000002,0.033,0.023100000000000002,0.132,0.007000000000000001,0.04000000000000001,0.028000000000000004
0.47,0.47,0.25,0.96,0.61,0.22089999999999999,0.1175,0.45119999999999993,0.28669999999999995,0.1175,0.45119999999999993,0.28669999999999995,0.24,0.1525,0.5856
0.41,0.37,0.79,0.12,0.32,0.1517,0.3239,0.049199999999999994,0.13119999999999998,0.2923,0.044399999999999995,0.1184,0.0948,0.2528,0.0384
0.42,0.39,0.78,0.32,0.2,0.1638,0.3276,0.1344,0.084,0.3042,0.12480000000000001,0.07800000000000001,0.24960000000000002,0.15600000000000003,0.064
0.36,0.52,0.07,0.1,0.15,0.1872,0.0252,0.036,0.054,0.0364,0.052000000000000005,0.078,0.007000000000000001,0.0105,0.015
0.4,0.59,0.77,0.99,0.24,0.236,0.30800000000000005,0.396,0.096,0.4543,0.5841,0.14159999999999998,0.7623,0.1848,0.23759999999999998
0.43,0.65,0.76,0.94,0.29,0.2795,0.3268,0.40419999999999995,0.12469999999999999,0.49400000000000005,0.611,0.1885,0.7143999999999999,0.22039999999999998,0.27259999999999995
0.6,0.08,0.13,0.14,0.32,0.048,0.078,0.084,0.192,0.010400000000000001,0.011200000000000002,0.0256,0.0182,0.041600000000000005,0.044800000000000006
0.8,0.24,0.23,0.29,0.98,0.192,0.18400000000000002,0.23199999999999998,0.784,0.0552,0.0696,0.2352,0.0667,0.22540000000000002,0.28419999999999995
0.65,0.09,0.16,0.49,0.31,0.058499999999999996,0.10400000000000001,0.3185,0.2015,0.0144,0.0441,0.027899999999999998,0.0784,0.0496,0.1519
0.68,0.16,0.2,0.59,0.6,0.10880000000000001,0.136,0.4012,0.40800000000000003,0.032,0.0944,0.096,0.118,0.12,0.354
0.75,0.22,0.24,0.96,0.62,0.165,0.18,0.72,0.46499999999999997,0.0528,0.2112,0.1364,0.2304,0.1488,0.5952
0.87,0.23,0.25,0.85,0.8,0.2001,0.2175,0.7394999999999999,0.6960000000000001,0.0575,0.1955,0.18400000000000002,0.2125,0.2,0.68
0.52,0.08,0.33,0.07,0.09,0.041600000000000005,0.1716,0.0364,0.0468,0.026400000000000003,0.005600000000000001,0.0072,0.023100000000000002,0.0297,0.0063
0.62,0.12,0.36,0.36,0.32,0.0744,0.22319999999999998,0.22319999999999998,0.1984,0.043199999999999995,0.043199999999999995,0.0384,0.1296,0.1152,0.1152
0.68,0.15,0.58,0.35,0.6,0.10200000000000001,0.39440000000000003,0.238,0.40800000000000003,0.087,0.0525,0.09,0.20299999999999999,0.348,0.21
0.54,0.25,0.07,0.09,0.11,0.135,0.03780000000000001,0.048600000000000004,0.0594,0.0175,0.0225,0.0275,0.0063,0.007700000000000001,0.009899999999999999
0.9,0.31,0.24,0.3,0.97,0.279,0.216,0.27,0.873,0.0744,0.093,0.30069999999999997,0.072,0.23279999999999998,0.291
0.56,0.27,0.11,0.59,0.22,0.15120000000000003,0.06160000000000001,0.3304,0.12320000000000002,0.0297,0.1593,0.0594,0.0649,0.0242,0.1298
0.85,0.32,0.22,0.87,0.79,0.272,0.187,0.7394999999999999,0.6715,0.0704,0.2784,0.2528,0.1914,0.1738,0.6873
0.52,0.28,0.32,0.1,0.1,0.1456,0.16640000000000002,0.052000000000000005,0.052000000000000005,0.08960000000000001,0.028000000000000004,0.028000000000000004,0.032,0.032,0.010000000000000002
0.78,0.47,0.24,0.3,0.93,0.3666,0.1872,0.23399999999999999,0.7254,0.11279999999999998,0.141,0.4371,0.072,0.2232,0.279
0.56,0.35,0.1,0.62,0.23,0.196,0.05600000000000001,0.3472,0.12880000000000003,0.034999999999999996,0.217,0.0805,0.062,0.023000000000000003,0.1426
0.61,0.38,0.09,0.38,0.3,0.2318,0.0549,0.2318,0.183,0.0342,0.1444,0.11399999999999999,0.0342,0.027,0.11399999999999999
0.78,0.47,0.29,0.98,0.59,0.3666,0.22619999999999998,0.7644,0.4602,0.13629999999999998,0.46059999999999995,0.2773,0.28419999999999995,0.17109999999999997,0.5781999999999999
0.58,0.4,0.32,0.22,0.24,0.23199999999999998,0.1856,0.1276,0.1392,0.128,0.08800000000000001,0.096,0.0704,0.0768,0.0528
0.68,0.43,0.6,0.47,0.55,0.2924,0.40800000000000003,0.3196,0.37400000000000005,0.258,0.20209999999999997,0.23650000000000002,0.282,0.33,0.2585
0.57,0.37,0.75,0.27,0.32,0.21089999999999998,0.4275,0.1539,0.18239999999999998,0.27749999999999997,0.0999,0.1184,0.2025,0.24,0.0864
0.62,0.56,0.11,0.24,0.22,0.3472,0.0682,0.1488,0.1364,0.06160000000000001,0.13440000000000002,0.12320000000000002,0.0264,0.0242,0.0528
0.64,0.58,0.14,0.32,0.21,0.3712,0.08960000000000001,0.2048,0.1344,0.08120000000000001,0.1856,0.12179999999999999,0.044800000000000006,0.029400000000000003,0.0672
0.64,0.59,0.12,0.58,0.24,0.3776,0.0768,0.3712,0.1536,0.07079999999999999,0.34219999999999995,0.14159999999999998,0.0696,0.0288,0.1392
0.68,0.61,0.34,0.31,0.23,0.4148,0.23120000000000004,0.21080000000000002,0.1564,0.2074,0.1891,0.1403,0.10540000000000001,0.0782,0.0713
0.9,0.78,0.62,0.32,0.89,0.7020000000000001,0.558,0.28800000000000003,0.801,0.48360000000000003,0.24960000000000002,0.6942,0.1984,0.5518,0.2848
0.85,0.82,0.66,0.83,0.83,0.697,0.561,0.7054999999999999,0.7054999999999999,0.5412,0.6805999999999999,0.6805999999999999,0.5478,0.5478,0.6889
0.56,0.6,0.77,0.13,0.32,0.336,0.4312,0.0728,0.17920000000000003,0.46199999999999997,0.078,0.192,0.10010000000000001,0.2464,0.041600000000000005
0.66,0.68,0.81,0.57,0.57,0.44880000000000003,0.5346000000000001,0.3762,0.3762,0.5508000000000001,0.3876,0.3876,0.4617,0.4617,0.32489999999999997
0.68,0.64,0.79,0.97,0.24,0.43520000000000003,0.5372,0.6596000000000001,0.1632,0.5056,0.6208,0.1536,0.7663,0.1896,0.23279999999999998
