RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,RI*Na,RI*Mg,RI*Al,RI*Si,RI*K,RI*Ca,RI*Ba,RI*Fe,Na*Mg,Na*Al,Na*Si,Na*K,Na*Ca,Na*Ba,Na*Fe,Mg*Al,Mg*Si,Mg*K,Mg*Ca,Mg*Ba,Mg*Fe,Al*Si,Al*K,Al*Ca,Al*Ba,Al*Fe,Si*K,Si*Ca,Si*Ba,Si*Fe,K*Ca,K*Ba,K*Fe,Ca*Ba,Ca*Fe,Ba*Fe,Type
1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0.0,0.1,20.1021596,5.9213310000000000,2.1407889000000000,109.81791570000000,0.8350595000000000,12.6169899,0.0,0.151829,51.636,18.6684,957.6492,7.282000000000000,110.02440000000000,0.0,1.324,5.499,282.087,2.145,32.409,0.0,0.39,101.9853,0.7755,11.7171,0.0,0.141,39.7815,601.0623,0.0,7.2330000000000000,4.570500000000000,0.0,0.05500000000000000,0.0,0.8310000000000000,0.0,2
1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0.0,0.0,20.8143376,5.5828544,2.7459148,109.3207848,0.9709312,11.954590400000000,0.0,0.0,50.4896,24.8332,988.6632000000000,8.780800000000000,108.1136,0.0,0.0,6.6608,265.18080000000000,2.3552,28.9984,0.0,0.0,130.42860000000000,1.1584,14.2628,0.0,0.0,46.1184,567.8328,0.0,0.0,5.0432,0.0,0.0,0.0,0.0,0.0,2
1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0.0,0.29,20.172509,5.5208972,2.3205969,110.00842690000000,0.9858745,12.179341900000000,0.0,0.43985170000000000,48.412000000000000,20.349,964.6490000000000,8.645000000000000,106.79900000000000,0.0,3.8570000000000000,5.5692,264.0092,2.366,29.2292,0.0,1.0556000000000000,110.9709,0.9945,12.2859,0.0,0.4437,47.1445,582.4159,0.0,21.0337,5.2195,0.0,0.1885,0.0,2.3287000000000000,0.0,2
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0.0,0.0,20.564011200000000,5.4139764,2.2292844,109.871874,0.9705728000000000,12.0714992,0.0,0.0,48.4092,19.9332,982.422,8.6784,107.9376,0.0,0.0,5.2479,258.6465,2.2848,28.417200000000000,0.0,0.0,106.50150000000000,0.9408,11.7012,0.0,0.0,46.368,576.702,0.0,0.0,5.0944,0.0,0.0,0.0,0.0,0.0,2
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0.0,0.0,20.11933,5.7093344000000000,2.0043408,109.935056,0.8806952000000000,12.7852648,0.0,0.0,49.82,17.490000000000000,959.3000000000000,7.685,111.565,0.0,0.0,4.9632,272.224,2.1808000000000000,31.6592,0.0,0.0,95.56800000000000,0.7656,11.1144,0.0,0.0,41.992,609.6080000000000,0.0,0.0,4.8836000000000000,0.0,0.0,0.0,0.0,0.0,2
1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0.0,0.21,19.6100259,5.3688702,2.4569406000000000,110.65332480000000,0.9706432000000000,12.178538900000000,0.0,0.31849230000000000,45.7722,20.9466,943.3728000000000,8.2752,103.82790000000000,0.0,2.7153,5.734800000000000,258.2784,2.2656,28.426200000000000,0.0,0.7434,118.1952,1.0368000000000000,13.0086,0.0,0.3402,46.694400000000000,585.8688000000000,0.0,15.321600000000000,5.1392,0.0,0.1344,0.0,1.6863,0.0,2
1.51687,13.23,3.54,1.48,72.84,0.56,8.1,0.0,0.0,20.0681901,5.3697198000000000,2.2449676,110.4888108,0.8494472000000000,12.286647000000000,0.0,0.0,46.8342,19.5804,963.6732000000000,7.408800000000000,107.163,0.0,0.0,5.2392,257.85360000000000,1.9824000000000000,28.674,0.0,0.0,107.8032,0.8288000000000000,11.988,0.0,0.0,40.790400000000000,590.004,0.0,0.0,4.5360000000000000,0.0,0.0,0.0,0.0,0.0,2
1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0.0,0.0,20.4501036,5.279403600000000,2.5941897,110.01791640000000,0.9405834,12.121389300000000,0.0,0.0,46.9104,23.0508,977.5696000000000,8.3576,107.7052,0.0,0.0,5.9508,252.3696,2.1576,27.8052,0.0,0.0,124.00920000000000,1.0602,13.6629,0.0,0.0,44.962400000000000,579.4348,0.0,0.0,4.9538,0.0,0.0,0.0,0.0,0.0,2
1.52177,13.2,3.68,1.15,72.75,0.54,8.52,0.0,0.0,20.087364,5.6001136,1.7500355000000000,110.70876750000000,0.8217558,12.9654804,0.0,0.0,48.576,15.180000000000000,960.3,7.128,112.46400000000000,0.0,0.0,4.232,267.72,1.9872000000000000,31.3536,0.0,0.0,83.6625,0.621,9.798000000000000,0.0,0.0,39.285000000000000,619.8300000000000,0.0,0.0,4.6008000000000000,0.0,0.0,0.0,0.0,0.0,2
1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0.0,0.12,19.6370496,5.5585152,2.3692032000000000,110.12238720000000,0.8808576,12.985056000000000,0.0,0.1822464,47.3238,20.1708,937.5543,7.4994,110.5515,0.0,1.5516000000000000,5.7096,265.38660000000000,2.1228,31.293000000000000,0.0,0.4392,113.11560000000000,0.9048000000000000,13.338000000000000,0.0,0.1872,42.0558,619.9605000000000,0.0,8.7012,4.959,0.0,0.0696,0.0,1.026,0.0,2
1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0.0,0.0,19.6257098,5.4751787,1.9110042,110.33774250000000,0.8493352000000000,13.043362000000000,0.0,0.0,46.7134,16.3044,941.385,7.2464,111.28400000000000,0.0,0.0,4.5486000000000000,262.6275,2.0216000000000000,31.046,0.0,0.0,91.665,0.7056000000000000,10.836,0.0,0.0,40.74,625.65,0.0,0.0,4.816,0.0,0.0,0.0,0.0,0.0,2
1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0.0,0.17,20.9567618,3.4674468,2.1747583000000000,109.4831119,0.7451969000000000,14.9799785,0.0,0.25853770000000000,31.418400000000000,19.705400000000000,992.0222000000000,6.752200000000000,135.73300000000000,0.0,2.3426,3.2604000000000000,164.13720000000000,1.1172,22.458,0.0,0.3876,102.94570000000000,0.7007,14.0855,0.0,0.2431,35.275100000000000,709.1015000000000,0.0,12.2383,4.826500000000000,0.0,0.0833,0.0,1.6745,0.0,2
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,20.605214,3.1782212,2.5395356,109.76268240000000,0.8059604,14.552907600000000,0.41058360000000000,0.2585156,28.319500000000000,22.6285,978.0390000000000,7.181500000000000,129.67350000000000,3.6585000000000000,2.3035,3.4903000000000000,150.8562,1.1077,20.0013,0.5643,0.3553,120.54060000000000,0.8851,15.9819,0.4509,0.2839,38.25540000000000,690.7626000000000,19.4886,12.270600000000000,5.072100000000000,0.1431,0.09010000000000000,2.5839000000000000,1.6269000000000000,0.0459,2
1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0.0,0.18,21.252396,2.05227,2.4779260000000000,109.08955200000000,0.592878,16.053312000000000,0.0,0.273636,18.873,22.787400000000000,1003.2048000000000,5.4522,147.6288,0.0,2.5164,2.2005,96.87600000000000,0.5265000000000000,14.256000000000000,0.0,0.243,116.9688,0.6357000000000000,17.2128,0.0,0.2934,27.986400000000000,757.7856,0.0,12.9168,4.1184,0.0,0.0702,0.0,1.9008,0.0,2
1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0.0,0.0,20.9243375,1.5369877,2.0696072,109.8565763,0.5021841,16.952517800000000,0.0,0.0,13.8875,18.700000000000000,992.6125,4.5375000000000000,153.175,0.0,0.0,1.3736000000000000,72.9119,0.33330000000000000,11.2514,0.0,0.0,98.17840000000000,0.44880000000000000,15.150400000000000,0.0,0.0,23.8227,804.1966,0.0,0.0,3.6762000000000000,0.0,0.0,0.0,0.0,0.0,2
1.52614,13.7,0.0,1.36,71.24,0.19,13.44,0.0,0.1,20.908118000000000,0.0,2.0755504,108.72221360000000,0.2899666,20.5113216,0.0,0.15261400000000000,0.0,18.632,975.9880000000000,2.6030000000000000,184.128,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,96.8864,0.2584,18.2784,0.0,0.136,13.535600000000000,957.4656000000000,0.0,7.124,2.5536,0.0,0.019000000000000000,0.0,1.344,0.0,2
1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0.0,0.0,20.3884859,6.0421574,1.7913934000000000,110.04924370000000,0.8805154,12.3727595,0.0,0.0,53.4514,15.847400000000000,973.5407000000000,7.7894,109.4545,0.0,0.0,4.6964,288.5102,2.3084,32.437000000000000,0.0,0.0,85.53820000000000,0.6844000000000000,9.617000000000000,0.0,0.0,42.0442,590.7935,0.0,0.0,4.727,0.0,0.0,0.0,0.0,0.0,2
1.518,13.71,3.93,1.54,71.81,0.54,8.21,0.0,0.15,20.811780000000000,5.96574,2.33772,109.00758,0.8197200000000000,12.462780000000000,0.0,0.22770000000000000,53.880300000000000,21.113400000000000,984.5151000000000,7.403400000000000,112.55910000000000,0.0,2.0565,6.0522,282.2133,2.1222000000000000,32.2653,0.0,0.5895,110.5874,0.8316000000000000,12.643400000000000,0.0,0.23100000000000000,38.77740000000000,589.5601,0.0,10.7715,4.433400000000000,0.0,0.081,0.0,1.2315,0.0,2
1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0.0,0.0,20.236406300000000,5.844723500000000,1.8976375,110.48804580000000,0.7894172,12.3270532,0.0,0.0,51.3205,16.6625,970.1574,6.9316,108.2396,0.0,0.0,4.8125,280.20300000000000,2.0020000000000000,31.262000000000000,0.0,0.0,90.975,0.65,10.150000000000000,0.0,0.0,37.845600000000000,590.9736000000000,0.0,0.0,4.2224000000000000,0.0,0.0,0.0,0.0,0.0,2
1.51789,13.19,3.9,1.3,72.33,0.55,8.44,0.0,0.28,20.0209691,5.919771,1.973257,109.78898370000000,0.8348395000000000,12.8109916,0.0,0.42500920000000000,51.441000000000000,17.147,954.0327,7.2545,111.32360000000000,0.0,3.6932,5.07,282.087,2.145,32.916,0.0,1.092,94.029,0.7150000000000000,10.972,0.0,0.36400000000000000,39.7815,610.4652,0.0,20.2524,4.642,0.0,0.15400000000000000,0.0,2.3632,0.0,2
1.51806,13.0,3.8,1.08,73.07,0.56,8.38,0.0,0.12,19.73478,5.768628,1.6395048,110.92464420000000,0.8501136,12.7213428,0.0,0.1821672,49.4,14.040000000000000,949.9100000000000,7.280000000000000,108.94000000000000,0.0,1.56,4.104,277.66600000000000,2.128,31.844,0.0,0.45600000000000000,78.9156,0.6048000000000000,9.050400000000000,0.0,0.1296,40.919200000000000,612.3266,0.0,8.768400000000000,4.692800000000000,0.0,0.06720000000000000,0.0,1.0056,0.0,2
1.51711,12.89,3.62,1.57,72.96,0.61,8.11,0.0,0.0,19.5555479,5.4919382,2.3818627,110.68834560000000,0.9254371000000000,12.303762100000000,0.0,0.0,46.66180000000000,20.2373,940.4544,7.8629,104.5379,0.0,0.0,5.683400000000000,264.11520000000000,2.2082,29.3582,0.0,0.0,114.54720000000000,0.9577,12.7327,0.0,0.0,44.505600000000000,591.7056000000000,0.0,0.0,4.9471,0.0,0.0,0.0,0.0,0.0,2
1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0.0,0.0,19.399104600000000,5.3389248,2.3357796,111.2680464,1.0010484,11.982246,0.0,0.0,45.020800000000000,19.6966,938.2744000000000,8.4414,101.041,0.0,0.0,5.4208,258.2272,2.3232,27.808,0.0,0.0,112.9744,1.0164,12.166,0.0,0.0,48.4176,579.544,0.0,0.0,5.214,0.0,0.0,0.0,0.0,0.0,2
1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0.0,0.0,19.5204438,5.3995944,2.4874536,110.9343636,0.985881,12.1187526,0.0,0.0,45.8172,21.106800000000000,941.3118,8.365500000000000,102.8313,0.0,0.0,5.8384,260.3784,2.314,28.4444,0.0,0.0,119.94960000000000,1.066,13.1036,0.0,0.0,47.541000000000000,584.3886,0.0,0.0,5.1935,0.0,0.0,0.0,0.0,0.0,2
1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0.0,0.0,20.220277,5.369826,2.442209,110.035926,1.031492,12.302059000000000,0.0,0.0,47.1882,21.4613,966.9582,9.064400000000000,108.10630000000000,0.0,0.0,5.699400000000000,256.7916,2.4072,28.7094,0.0,0.0,116.78940000000000,1.0948000000000000,13.0571,0.0,0.0,49.327200000000000,588.2994,0.0,0.0,5.5148,0.0,0.0,0.0,0.0,0.0,2
1.51851,13.2,3.63,1.07,72.83,0.57,8.41,0.09,0.17,20.044332,5.5121913,1.6248057,110.5930833,0.8655507000000000,12.770669100000000,0.1366659,0.2581467,47.916,14.124,961.3560000000000,7.524000000000000,111.012,1.188,2.244,3.8841,264.37290000000000,2.0691000000000000,30.528300000000000,0.3267,0.6171,77.9281,0.6099,8.998700000000000,0.0963,0.18190000000000000,41.513100000000000,612.5003,6.5547000000000000,12.3811,4.793700000000000,0.05130000000000000,0.0969,0.7569,1.4297000000000000,0.015300000000000000,2
1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,19.488567,5.3233362,2.1839328,110.72842620000000,1.0313016000000000,12.4817826,0.0909972,0.379155,45.1035,18.504000000000000,938.1785,8.738,105.7555,0.7710000000000000,3.2125,5.054400000000000,256.2651,2.3868,28.8873,0.21060000000000000,0.8775,105.1344,0.9792000000000000,11.8512,0.08640000000000000,0.36,49.646800000000000,600.8723000000000,4.3806,18.2525,5.596400000000000,0.0408,0.17,0.4938,2.0575,0.015,2
1.51709,13.0,3.47,1.79,72.72,0.66,8.18,0.0,0.0,19.722170000000000,5.264302300000000,2.7155911,110.32278480000000,1.0012794,12.4097962,0.0,0.0,45.11,23.27,945.36,8.58,106.34,0.0,0.0,6.2113000000000000,252.3384,2.2902000000000000,28.3846,0.0,0.0,130.1688,1.1814,14.642200000000000,0.0,0.0,47.995200000000000,594.8496,0.0,0.0,5.3988000000000000,0.0,0.0,0.0,0.0,0.0,2
1.5166,12.99,3.18,1.23,72.97,0.58,8.81,0.0,0.24,19.700634,4.822788,1.8654180000000000,110.66630200000000,0.8796280000000000,13.361246,0.0,0.363984,41.3082,15.9777,947.8803,7.534200000000000,114.4419,0.0,3.1176,3.9114,232.0446,1.8444,28.015800000000000,0.0,0.7632,89.7531,0.7134000000000000,10.8363,0.0,0.29520000000000000,42.322600000000000,642.8657000000000,0.0,17.5128,5.1098,0.0,0.1392,0.0,2.1144,0.0,2
1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0.0,0.35,19.511311500000000,5.572491300000000,1.8828036,110.18956230000000,0.9414018,13.179625200000000,0.0,0.5314365,47.1595,15.934,932.5245000000000,7.967,111.538,0.0,4.4975,4.5508,266.33190000000000,2.2754,31.8556,0.0,1.2845,89.98680000000000,0.7688,10.7632,0.0,0.434,44.993400000000000,629.9076000000000,0.0,25.399500000000000,5.3816,0.0,0.217,0.0,3.038,0.0,2
1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0.0,0.0,20.7164685,5.5547454,1.6846359000000000,110.4423013,0.1669459,13.052134000000000,0.0,0.0,49.959,15.151500000000000,993.3105000000000,1.5015,117.39,0.0,0.0,4.062600000000000,266.3382,0.4026,31.476,0.0,0.0,80.7747,0.12210000000000000,9.546000000000000,0.0,0.0,8.0047,625.8220000000000,0.0,0.0,0.946,0.0,0.0,0.0,0.0,0.0,3
1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0.0,0.0,20.209613,5.351833,2.031574,110.174987,0.8490160000000000,12.629113,0.0,0.0,47.054900000000000,17.8622,968.6911,7.4648,111.0389,0.0,0.0,4.7302,256.5251,1.9768000000000000,29.404900000000000,0.0,0.0,97.37780000000000,0.7504000000000000,11.1622,0.0,0.0,40.69520000000000,605.3411,0.0,0.0,4.6648000000000000,0.0,0.0,0.0,0.0,0.0,3
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0.0,0.1,20.081108,5.414619000000000,2.0930460000000000,110.26409,0.849352,12.800948000000000,0.0,0.15167,47.266800000000000,18.2712,962.548,7.4144000000000000,111.7456,0.0,1.324,4.9266,259.539,1.9992,30.130800000000000,0.0,0.357,100.326,0.7728,11.647200000000000,0.0,0.13800000000000000,40.712,613.588,0.0,7.2700000000000000,4.7264,0.0,0.05600000000000000,0.0,0.844,0.0,3
1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0.0,0.0,18.4397888,5.3378336,2.0471805,110.53258270000000,0.8643651000000000,12.935147900000000,0.0,0.0,42.803200000000000,16.416,886.3424,6.9312,103.72480000000000,0.0,0.0,4.752000000000000,256.57280000000000,2.0064000000000000,30.025600000000000,0.0,0.0,98.40150000000000,0.7695,11.5155,0.0,0.0,41.5473,621.7517000000000,0.0,0.0,4.862100000000000,0.0,0.0,0.0,0.0,0.0,3
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0.0,0.17,19.928781,5.2324425,2.669304,109.926792,0.90999,12.709527000000000,0.0,0.2578305,45.333000000000000,23.1264,952.3872000000000,7.884,110.11320000000000,0.0,2.2338000000000000,6.072,250.05600000000000,2.07,28.911000000000000,0.0,0.5865,127.5648,1.056,14.748800000000000,0.0,0.2992,43.488,607.3824000000000,0.0,12.321600000000000,5.0280000000000000,0.0,0.10200000000000000,0.0,1.4246000000000000,0.0,3
1.52127,14.32,3.9,0.83,71.5,0.0,9.49,0.0,0.0,21.7845864,5.9329530000000000,1.2626541000000000,108.770805,0.0,14.4368523,0.0,0.0,55.848,11.8856,1023.88,0.0,135.8968,0.0,0.0,3.2370000000000000,278.85000000000000,0.0,37.011,0.0,0.0,59.345,0.0,7.8767,0.0,0.0,0.0,678.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1.51779,13.64,3.65,0.65,73.0,0.06,8.93,0.0,0.0,20.7026556,5.5399335,0.9865635,110.79867,0.09106740000000000,13.5538647,0.0,0.0,49.786,8.866000000000000,995.72,0.8184,121.8052,0.0,0.0,2.3725,266.45,0.219,32.5945,0.0,0.0,47.45,0.039,5.8045,0.0,0.0,4.38,651.89,0.0,0.0,0.5358000000000000,0.0,0.0,0.0,0.0,0.0,3
1.5161,13.42,3.4,1.22,72.69,0.59,8.32,0.0,0.0,20.346062,5.154740000000000,1.849642,110.205309,0.8944990000000000,12.613952000000000,0.0,0.0,45.628,16.3724,975.4998000000000,7.9178,111.65440000000000,0.0,0.0,4.148,247.146,2.006,28.288,0.0,0.0,88.6818,0.7198,10.1504,0.0,0.0,42.8871,604.7808,0.0,0.0,4.9088,0.0,0.0,0.0,0.0,0.0,3
1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0.0,0.0,19.5078484,5.4306452,1.9871914,110.1450134,0.9253334,13.333902600000000,0.0,0.0,46.0388,16.8466,933.7646,7.8446,113.03940000000000,0.0,0.0,4.6898,259.9438,2.1838,31.468200000000000,0.0,0.0,95.1191,0.7991,11.514900000000000,0.0,0.0,44.2921,638.2419,0.0,0.0,5.3619000000000000,0.0,0.0,0.0,0.0,0.0,3
1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0.0,0.0,19.774638400000000,5.155964,1.9107396000000000,110.7167446,0.7885592,13.0112268,0.0,0.0,44.336,16.4304,952.0504,6.7808,111.88320000000000,0.0,0.0,4.284,248.234,1.768,29.172,0.0,0.0,91.99260000000000,0.6552,10.8108,0.0,0.0,37.9652,626.4258000000000,0.0,0.0,4.4616,0.0,0.0,0.0,0.0,0.0,3
1.51655,13.41,3.39,1.28,72.64,0.52,8.65,0.0,0.0,20.336935500000000,5.1411045,1.941184,110.162192,0.788606,13.1181575,0.0,0.0,45.459900000000000,17.1648,974.1024,6.9732,115.99650000000000,0.0,0.0,4.3392,246.24960000000000,1.7628000000000000,29.323500000000000,0.0,0.0,92.9792,0.6656000000000000,11.072000000000000,0.0,0.0,37.772800000000000,628.336,0.0,0.0,4.498,0.0,0.0,0.0,0.0,0.0,3
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0.0,0.0,21.342576300000000,5.719749600000000,0.8823018000000000,109.20766590000000,0.16733310000000000,14.6796765,0.0,0.0,52.75280000000000,8.1374,1007.2137,1.5433,135.3895,0.0,0.0,2.1808000000000000,269.9304,0.41360000000000000,36.284,0.0,0.0,41.6382,0.0638,5.5970000000000000,0.0,0.0,7.8969000000000000,692.7735000000000,0.0,0.0,1.0615,0.0,0.0,0.0,0.0,0.0,3
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0.0,0.0,20.5352928,5.1755616,2.3069952000000000,109.33943040000000,0.8803008000000000,13.341110400000000,0.0,0.0,46.137300000000000,20.5656,974.7012000000000,7.8474000000000000,118.92870000000000,0.0,0.0,5.1832,245.65640000000000,1.9778,29.973900000000000,0.0,0.0,109.50080000000000,0.8816000000000000,13.3608,0.0,0.0,41.7832,633.2316,0.0,0.0,5.098200000000000,0.0,0.0,0.0,0.0,0.0,3
1.51796,13.5,3.36,1.63,71.94,0.57,8.81,0.0,0.09,20.49246,5.1003456,2.4742748,109.2020424,0.8652372000000000,13.3732276,0.0,0.1366164,45.36,22.005,971.1900000000000,7.695000000000000,118.935,0.0,1.2150000000000000,5.476800000000000,241.71840000000000,1.9152000000000000,29.6016,0.0,0.3024,117.26220000000000,0.9291000000000000,14.3603,0.0,0.1467,41.005800000000000,633.7914000000000,0.0,6.4746,5.0217,0.0,0.05130000000000000,0.0,0.7929,0.0,3
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0.0,0.0,20.2392056,5.0711888,2.3382128,109.5316048,0.8502592,13.6496968,0.0,0.0,44.5222,20.528200000000000,961.6262,7.4648,119.83670000000000,0.0,0.0,5.1436,240.9476,1.8704,30.0266,0.0,0.0,111.0956,0.8624,13.8446,0.0,0.0,40.3984,648.5386,0.0,0.0,5.034400000000000,0.0,0.0,0.0,0.0,0.0,3
1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,20.7237976,5.3784636,1.139505,110.38005100000000,0.2430944,13.5069326,0.22790100000000000,0.36464160000000000,48.2856,10.23,990.9460000000000,2.1824000000000000,121.2596,2.046,3.2736,2.6550000000000000,257.18100000000000,0.5664,31.4706,0.531,0.8496,54.487500000000000,0.12,6.6675,0.11250000000000000,0.18,11.624,645.8585,10.8975,17.436,1.4224,0.024,0.0384,1.3335000000000000,2.1336,0.036,3
1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0.0,0.37,21.5987409,5.7535758,1.3851201000000000,108.6177696,0.35008530000000000,13.912085400000000,0.0,0.5631807,53.6382,12.9129,1012.5984,3.2637,129.6966,0.0,5.2503,3.4398,269.7408,0.8694,34.5492,0.0,1.3986000000000000,64.9376,0.2093,8.317400000000000,0.0,0.3367,16.4128,652.2304,0.0,26.4032,2.1022000000000000,0.0,0.08510000000000000,0.0,3.3818,0.0,3
1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0.0,21.2271114,4.0605752,5.302990000000000,105.8931346,2.5454352,8.8938718,3.333308,0.0,37.546800000000000,49.035,979.1589,23.5368,82.2387,30.822000000000000,0.0,9.38,187.3052,4.5024,15.731600000000000,5.896000000000000,0.0,244.615,5.88,20.545,7.700000000000000,0.0,117.4152,410.2543,153.758,0.0,9.8616,3.696,0.0,12.914000000000000,0.0,0.0,5
1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0.0,0.0,19.3387795,2.8104275000000000,2.825619,110.4270135,0.9114900000000000,15.3282235,0.0,0.0,23.550500000000000,23.6778,925.3437,7.638,128.44570000000000,0.0,0.0,3.4410000000000000,134.47650000000000,1.11,18.6665,0.0,0.0,135.20340000000000,1.116,18.767400000000000,0.0,0.0,43.614,733.4421,0.0,0.0,6.054000000000000,0.0,0.0,0.0,0.0,0.0,5
1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0.0,0.0,17.5909676,2.8608148000000000,2.3738676,110.8717906,0.7152037000000000,17.3627111,0.0,0.0,21.7328,18.0336,842.2616,5.4332,131.89960000000000,0.0,0.0,2.9328,136.9768,0.8836000000000000,21.450800000000000,0.0,0.0,113.6616,0.7332,17.7996,0.0,0.0,34.2442,831.3326,0.0,0.0,5.362700000000000,0.0,0.0,0.0,0.0,0.0,5
1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0.0,0.0,16.7822553,2.6017821,2.3735556,111.73969440000000,0.8824758000000000,17.679946200000000,0.0,0.0,18.8613,17.2068,810.0432,6.397400000000000,128.1686,0.0,0.0,2.6676,125.58240000000000,0.9918000000000000,19.870200000000000,0.0,0.0,114.5664,0.9048000000000000,18.1272,0.0,0.0,42.5952,853.3728000000000,0.0,0.0,6.739600000000000,0.0,0.0,0.0,0.0,0.0,5
1.51969,12.64,0.0,1.65,73.75,0.38,11.53,0.0,0.0,19.2088816,0.0,2.5074885,112.07713750000000,0.5774822000000000,17.5220257,0.0,0.0,0.0,20.856000000000000,932.2,4.8032,145.7392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.6875,0.627,19.024500000000000,0.0,0.0,28.025,850.3375,0.0,0.0,4.3814,0.0,0.0,0.0,0.0,0.0,5
1.51666,12.86,0.0,1.83,73.88,0.97,10.17,0.0,0.0,19.5042476,0.0,2.7754878,112.05084080000000,1.4711602,15.424432200000000,0.0,0.0,0.0,23.5338,950.0968000000000,12.4742,130.78620000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.2004,1.7751000000000000,18.6111,0.0,0.0,71.66360000000000,751.3596,0.0,0.0,9.8649,0.0,0.0,0.0,0.0,0.0,5
1.51994,13.27,0.0,1.76,73.03,0.47,11.32,0.0,0.0,20.1696038,0.0,2.6750944000000000,111.00121820000000,0.7143718,17.2057208,0.0,0.0,0.0,23.3552,969.1081,6.2369000000000000,150.2164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.5328,0.8272000000000000,19.9232,0.0,0.0,34.3241,826.6996,0.0,0.0,5.3204,0.0,0.0,0.0,0.0,0.0,5
1.52369,13.44,0.0,1.58,72.22,0.32,12.24,0.0,0.0,20.4783936,0.0,2.4074302000000000,110.0408918,0.4875808,18.6499656,0.0,0.0,0.0,21.2352,970.6368,4.3008,164.5056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.1076,0.5056,19.3392,0.0,0.0,23.1104,883.9728,0.0,0.0,3.9168000000000000,0.0,0.0,0.0,0.0,0.0,5
1.51316,13.02,0.0,3.04,70.48,6.21,6.96,0.0,0.0,19.7013432,0.0,4.6000064,106.6475168,9.3967236,10.5315936,0.0,0.0,0.0,39.580800000000000,917.6496000000000,80.85420000000000,90.61920000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.25920000000000,18.8784,21.1584,0.0,0.0,437.68080000000000,490.54080000000000,0.0,0.0,43.2216,0.0,0.0,0.0,0.0,0.0,5
1.51321,13.0,0.0,3.02,70.7,6.21,6.93,0.0,0.0,19.67173,0.0,4.5698942,106.983947,9.397034100000000,10.4865453,0.0,0.0,0.0,39.26,919.1,80.73,90.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.514,18.7542,20.9286,0.0,0.0,439.047,489.951,0.0,0.0,43.0353,0.0,0.0,0.0,0.0,0.0,5
1.52043,13.38,0.0,1.4,72.25,0.33,12.5,0.0,0.0,20.3433534,0.0,2.128602,109.8510675,0.5017419,19.005375,0.0,0.0,0.0,18.732,966.705,4.415400000000000,167.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.15000000000000,0.46200000000000000,17.5,0.0,0.0,23.8425,903.125,0.0,0.0,4.125,0.0,0.0,0.0,0.0,0.0,5
