RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,cos(RI+Na),cos(RI+Mg),cos(RI+Al),cos(RI+Si),cos(RI+K),cos(RI+Ca),cos(RI+Ba),cos(RI+Fe),cos(Na+Mg),cos(Na+Al),cos(Na+Si),cos(Na+K),cos(Na+Ca),cos(Na+Ba),cos(Na+Fe),cos(Mg+Al),cos(Mg+Si),cos(Mg+K),cos(Mg+Ca),cos(Mg+Ba),cos(Mg+Fe),cos(Al+Si),cos(Al+K),cos(Al+Ca),cos(Al+Ba),cos(Al+Fe),cos(Si+K),cos(Si+Ca),cos(Si+Ba),cos(Si+Fe),cos(K+Ca),cos(K+Ba),cos(K+Fe),cos(Ca+Ba),cos(Ca+Fe),cos(Ba+Fe),Type
1.51848,13.64,3.87,1.27,71.96,0.54,8.32,0.0,0.32,-0.8527944974741990,0.6257487112411770,-0.9383008418741790,-0.34190879577021600,-0.4685808562159350,-0.9156388742108280,0.05229246511320200,-0.2644983147776390,0.22918508875589400,-0.6981663254134910,-0.7130213287260160,-0.042819962619365900,-0.9995149223555240,0.4769373749033420,0.17624157161241200,0.4146981135607830,0.9082238226610910,-0.297801641323633,0.9300047296636610,-0.7462355491298030,-0.4989519209661400,-0.5625173152563750,-0.23692904868467500,-0.986381860569534,0.2962808729253190,-0.019202492901692600,-0.9705316516498830,0.16857848254385600,-0.9563266636932890,-0.9997269581067340,-0.8447074629185170,0.8577086813638240,0.6524374681640520,-0.44933280628083900,-0.7075451946476830,0.9492354180824410,2
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0.0,0.0,-0.4517831216896920,0.38346114584759400,-0.9944228935612220,0.7092985671038660,-0.577067697854863,-0.9968931096700680,0.05483880346098660,0.05483880346098660,-0.563618288641882,-0.45541032994401800,-0.20239015609065700,0.36828802282760700,-0.47911638187223200,0.866010098357455,0.866010098357455,0.3872168365049360,0.27541369412846200,-0.43711544130702800,0.41179751556430000,-0.9011387094668890,-0.9011387094668890,0.7121616607553130,-0.5803868631552220,-0.997205430865212,0.05077448493357920,0.05077448493357920,-0.05739579960122780,0.730727718425091,-0.6649503643367160,-0.6649503643367160,-0.6020119026848240,0.7838216658808490,0.7838216658808490,0.023979335325952500,0.023979335325952500,1.0,2
1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0.0,0.0,-0.6587401766722190,0.365268316602034,-0.998472303240808,0.5302391780983530,-0.527379801747604,-0.9998294720593610,0.05445937132691450,0.05445937132691450,-0.3604586903299320,-0.6981663254134910,-0.18276488571792000,0.18607606500181100,-0.7240442547667260,0.7153794036061150,0.7153794036061150,0.4146981135607820,0.5046875588337030,-0.5075931258152770,0.4479094169177300,-0.9096285273579450,-0.9096285273579450,0.5749742218207200,-0.5722145708524370,-0.999379768101426,0.0007963267107332630,0.0007963267107332630,-0.3404800069736890,0.6046985582788980,-0.8177133982046510,-0.8177133982046510,-0.6020119026848240,0.8196480178454800,0.8196480178454800,-0.03601057862341530,-0.03601057862341530,1.0,2
1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0.0,0.0,-0.3883063925253070,0.3556140859571440,-0.996335764279325,0.7163329998699990,-0.6171879216547100,-0.9999611220358540,0.0548088485796945,0.0548088485796945,-0.6432684776134740,-0.4103456479116730,-0.26074901266750400,0.3868073630245080,-0.47911638187223200,0.8988625176184500,0.8988625176184500,0.37797774271298000,0.2945838475183510,-0.41904111212235600,0.44790941691773100,-0.9137372031415450,-0.9137372031415450,0.7328985182584750,-0.6359228165940020,-0.9998841469978860,0.030791459082466100,0.030791459082466100,0.002572637802029750,0.7829459230080880,-0.6574483660720190,-0.6574483660720190,-0.6932712706162250,0.751805729140895,0.751805729140895,-0.04600212563953700,-0.04600212563953700,1.0,2
1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0.0,0.0,-0.3882511000067060,0.37417873625163,-0.993315066314939,0.7232332180761960,-0.593260975530999,-0.9986935531188400,0.05486875829292370,0.05486875829292370,-0.627828035246386,-0.38280720767428700,-0.2510820699716720,0.4142939794684660,-0.5308877207715230,0.8988625176184500,0.8988625176184500,0.3687008514617330,0.2657868257612950,-0.42809968152039400,0.5179269160737920,-0.9054288894796300,-0.9054288894796300,0.7191460910148140,-0.5885011172553460,-0.9989776578286710,0.0607588812193859,0.0607588812193859,-0.01742647722135920,0.8245392184377860,-0.6498806235185870,-0.6498806235185870,-0.7145763808626920,0.7712460149971070,0.7712460149971070,-0.10581987174621800,-0.10581987174621800,1.0,2
1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0.0,0.0,-0.730656529402955,0.4023304764941660,-0.9963775534048270,0.07894042247791670,-0.5692996022901870,-0.9926070846353940,0.05431957855544860,0.05431957855544860,-0.22676960754712600,-0.7465310905707390,-0.5344002117592610,0.0371583847908264,-0.8672479032106910,0.6420482618963620,0.6420482618963620,0.42377681767942800,0.8243313311075580,-0.42809968152039400,0.6007394263410090,-0.8922884481070680,-0.8922884481070680,0.10239287160306100,-0.5885011172553460,-0.989473798492712,0.030791459082466100,0.030791459082466100,-0.7014481688394930,0.30447511631357100,-0.9911195342565590,-0.9911195342565590,-0.7419796317705510,0.7899922314973650,0.7899922314973650,-0.17511085919081000,-0.17511085919081000,1.0,2
1.51627,13.0,3.58,1.54,72.83,0.61,8.04,0.0,0.0,-0.370087362791306,0.3745218325752170,-0.9963622300959020,0.4958754266368170,-0.527345816139649,-0.9913673708621840,0.05449931192282800,0.05449931192282800,-0.6432684776134740,-0.39202619603665100,-0.5344002117592610,0.5030869325110910,-0.580748437165977,0.9074467814501960,0.9074467814501960,0.39641720893592200,0.5303556439480400,-0.4989519209661400,0.5846314504470890,-0.9054288894796300,-0.9054288894796300,0.516340864031509,-0.547357665480271,-0.9879772279808670,0.030791459082466100,0.030791459082466100,-0.37780770097834300,0.6884772330708940,-0.8400781980434480,-0.8400781980434480,-0.7145763808626910,0.8196480178454800,0.8196480178454800,-0.18494742685526700,-0.18494742685526700,1.0,2
1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0.0,0.14,-0.9632802868913790,0.3181154594388580,-0.9303380650311290,0.5385393467914990,-0.3101337092497260,-0.9995085650746980,0.05463910332141440,-0.08523014660630890,0.16054264564763400,-0.8587540588864560,0.3951232606884150,-0.1522387756638650,-0.9914123451490400,0.21546397609860900,0.07709037914882420,0.05757915612384600,0.538806737688499,-0.7327735548521210,0.44790941691773100,-0.9292542053441230,-0.8686094366471650,0.29797696348019100,-0.04918382191417060,-0.9725660176364080,0.3153223623952690,0.17981297767299900,-0.5458702078170200,0.6513690257679210,-0.8119163530990350,-0.7225109477983750,-0.4403768442844540,0.9323273456060350,0.8727445076457510,-0.08591232799733250,-0.22409894347230000,0.9902159962126370,2
1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0.0,0.0,-0.1974274850000340,0.31789739907150800,-0.9626130547030020,0.5213845084591890,-0.593260975530999,-0.9981326296284100,0.05486875829292370,0.05486875829292370,-0.8068259031699940,-0.550391482251953,-0.654709301355414,0.5868532072224950,-0.36128699878342100,0.9680081178413230,0.9680081178413230,0.6500202010177520,0.5555464447807560,-0.4815206960416740,0.4745262178775270,-0.9292542053441230,-0.9292542053441230,0.8031552984346970,-0.8516909814865660,-0.9025150646103680,-0.32328956686350300,-0.32328956686350300,-0.2738822864870270,0.6589239420322610,-0.8234286726518810,-0.8234286726518810,-0.7215361100350930,0.7712460149971070,0.7712460149971070,-0.11575826821694600,-0.11575826821694600,1.0,2
1.51592,12.86,3.52,2.12,72.66,0.69,7.97,0.0,0.0,-0.23649124064826000,0.3179163615103320,-0.8802880424810320,0.34148144618577600,-0.5932770756162570,-0.9981314077490100,0.054848788410450900,0.054848788410450900,-0.7825552589379460,-0.7465310905707390,-0.7667724528530830,0.554004689483343,-0.3982862489800030,0.9571997356932870,0.9571997356932870,0.8001894410728060,0.7096631721308300,-0.4815206960416740,0.4745262178775270,-0.9292542053441230,-0.9292542053441230,0.8149092729085470,-0.9455250556146960,-0.786779754396419,-0.5220081751547070,-0.5220081751547070,-0.45949573073569200,0.4963483608485400,-0.9197438317815960,-0.9197438317815960,-0.7215361100350930,0.7712460149971070,0.7712460149971070,-0.11575826821694600,-0.11575826821694600,1.0,2
1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0.0,0.0,-0.5881448250159100,0.25083333890011200,-0.9809190540751940,0.7568647803368930,-0.5270569044109830,-0.9988071755781460,0.05483880346098660,0.05483880346098660,-0.5469859627942360,-0.5165638642860120,0.02619902823342390,0.2736318165501690,-0.6362654726135510,0.775285470129288,0.775285470129288,0.1668273258502220,0.34197706985385800,-0.6070865055389550,0.3092703896313520,-0.9528182145943050,-0.9528182145943050,0.6979798590772270,-0.452176162140912,-0.9909311911069860,0.1403316058467370,0.1403316058467370,-0.0474095812030249,0.7952303050018970,-0.6110824591457210,-0.6110824591457210,-0.57778999729752,0.8196480178454800,0.8196480178454800,-0.006018329693981600,-0.006018329693981600,1.0,2
1.51646,13.41,3.55,1.25,72.81,0.68,8.1,0.0,0.0,-0.7098555177341930,0.3467191601791610,-0.9304590263595710,0.4785763767116750,-0.5856353585371060,-0.9816851780263160,0.05430959331671480,0.05430959331671480,-0.31338888231930900,-0.499336723324618,-0.17292434491803300,0.047149454223816400,-0.8864639497471930,0.6647558386752100,0.6647558386752100,0.0874989834394464,0.5720639407022880,-0.4638968692589810,0.6087037053392170,-0.917754505966276,-0.917754505966276,0.23048166007764100,-0.35152884194096000,-0.997205430865212,0.3153223623952690,0.3153223623952690,-0.331060622262033,0.7169291074039130,-0.8507587710905390,-0.8507587710905390,-0.7992332368822150,0.7775727187509280,0.7775727187509280,-0.2435441537357910,-0.2435441537357910,1.0,2
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0.0,0.09,-0.45179204294510000,0.3179353238219900,-0.9971397025936200,0.5299254380107260,-0.5852137805718760,-0.990053173113882,0.054828818506038300,-0.035136439456929500,-0.6200132530455740,-0.4819098543316290,-0.4203200155641420,0.3589726460625430,-0.659119808753769,0.866010098357455,0.8175634670999910,0.3500373909938910,0.5472039512041810,-0.4902608213407000,0.5433527633267750,-0.9292542053441230,-0.8922884481070680,0.5584968911839860,-0.6124875656583850,-0.9846878557941270,0.02079482780309240,-0.06914844865406220,-0.2738822864870140,0.7238646058431900,-0.8177133982046510,-0.7626675025278730,-0.7681958735481260,0.7775727187509280,0.7179106696109430,-0.19476549993116100,-0.2821345921595570,0.9959527330119940,2
1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0.0,0.0,-0.9984253084238590,-0.1080874040131960,-0.8993580359412570,-0.033331184626819700,-0.8640668705274590,-0.6743679325715200,0.05667594079917030,0.05667594079917030,0.06120213322788900,-0.8126933564502390,0.13578130292964700,-0.9366123702243700,-0.7892874997965020,-0.11259379263383500,-0.11259379263383500,0.44180619030570500,0.9996017382081280,-0.4989519209661410,-0.7349373479229640,-0.9986693942378140,-0.9986693942378140,0.5077513583601160,-0.9992625285327210,-0.9651506312230300,-0.48748210233435900,-0.48748210233435900,-0.432647570452472,-0.6820869133526830,-0.999726958106734,-0.999726958106734,-0.3202736754213680,0.4535961214255770,0.4535961214255770,0.6989881705363380,0.6989881705363380,1.0,2
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0.0,0.0,-0.6736104960463060,0.37450328813840000,-0.9908551551806360,0.3975292711776360,-0.38522688800304500,-0.9549004368861740,0.05451928218808900,0.05451928218808900,-0.33231743804586700,-0.6539796360890290,-0.30867336544598900,0.3213615379303750,-0.9126199946157590,0.7012625396704330,0.7012625396704330,0.3500373909938910,0.6202175538878210,-0.6306488338927750,0.7134613224062340,-0.9054288894796300,-0.9054288894796300,0.3733083596957190,-0.36087288013976700,-0.9623648798313100,0.08070844845480060,0.08070844845480060,-0.6110824591457210,0.7307277184251010,-0.8945517685727480,-0.8945517685727480,-0.7215361100350930,0.9004471023526770,0.9004471023526770,-0.3485450521612560,-0.3485450521612560,1.0,2
1.51569,13.24,3.49,1.47,73.25,0.38,8.03,0.0,0.0,-0.5798324766653540,0.2891138432186820,-0.9878717765346250,0.80653220840135,-0.319208023387815,-0.9926990407227650,0.055078440732281400,0.055078440732281400,-0.5216293511990910,-0.5420150349464450,0.09605370603367480,0.4944195642950180,-0.7510478805727030,0.7815627107880270,0.7815627107880270,0.24508854269136200,0.22702323375782800,-0.7462355491298030,0.5007159772707910,-0.9399176386599380,-0.9399176386599380,0.778688425184002,-0.27559024682451300,-0.9971721561963780,0.10062573338693200,0.10062573338693200,-0.19614731702428400,0.9205113920620960,-0.5458702078170200,-0.5458702078170200,-0.5278085365487930,0.9286646355765100,0.9286646355765100,-0.17511085919081000,-0.17511085919081000,1.0,2
1.51645,13.4,3.49,1.52,72.65,0.67,8.08,0.0,0.1,-0.702769555327261,0.2898413036416430,-0.9944776015106940,0.3325655229122030,-0.5774923019003420,-0.9853005098097700,0.05431957855544860,-0.045637815853068100,-0.3790408608781640,-0.7052906540571180,-0.337065235769434,0.06711644974427180,-0.8721832238518930,0.6721930835534680,0.594920663309892,0.2932370853988630,0.7372696473652990,-0.5247223998073460,0.5433527633267750,-0.9399176386599380,-0.9011387094668880,0.33591135484320300,-0.5803868631552220,-0.984687855794127,0.05077448493357920,-0.04918382191417060,-0.4859303758762690,0.5805364154219410,-0.9236229710636710,-0.8807423311097220,-0.7808456836057490,0.7838216658808490,0.7179106696109430,-0.22409894347230000,-0.3202736754213680,0.9950041652780260,2
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0.0,0.0,-0.3792753992946190,0.2991397737752670,-0.9894461963062600,0.5469801412100240,-0.5187461417679920,-0.9777376845979300,0.054589177944714900,0.054589177944714900,-0.6952442031491100,-0.34555772598306700,-0.4739735628314790,0.5030869325110910,-0.6515665988805300,0.9031998091484480,0.9031998091484480,0.2644282479640560,0.5472039512041810,-0.5748239465332690,0.5846314504470890,-0.9364566872907960,-0.9364566872907960,0.516340864031509,-0.48748210233435900,-0.984687855794127,0.09067162446430970,0.09067162446430970,-0.3310606222620460,0.7829459230080880,-0.806038117034695,-0.806038117034695,-0.7617554219195390,0.8253356149096780,0.8253356149096780,-0.26289194958500000,-0.26289194958500000,1.0,2
1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0.0,0.09,0.07070788960776110,0.2802082274020520,-0.9701840363155240,0.7949788052716760,-0.5443412894672750,-0.9853090500805510,0.05436950466761930,-0.03559615168463120,-0.9485927618839510,-0.2790772624876410,-0.5759763225591130,0.8175634670999890,-0.20811537716051500,0.9998660044853250,0.9972905811615750,0.5952775479886060,0.25613337893304100,-0.5666125708436440,0.5349306910159650,-0.9432845990484760,-0.9096285273579450,0.9558599183022550,-0.8011436155469340,-0.865212631343072,-0.294759352997261,-0.3794517647881550,0.032566881142087300,0.9318169065843120,-0.5625173152563640,-0.4859303758762690,-0.7552387953835580,0.8080275083121520,0.751805729140895,-0.22409894347230000,-0.3107845691391440,0.9959527330119940,2
1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0.0,0.22,-0.3062422071193420,0.5192909218697970,-0.8711863910667770,-0.029013287394257400,-0.554376544673599,-0.4944172577309730,0.0523623692119439,-0.1668299422523580,-0.5718503239433080,0.09701411442317350,-0.9260460828719360,0.5372447313175410,-0.9948888428068520,0.9346121234252920,0.8344681549537630,0.13717711210090800,0.8128450723939300,-0.3263021781536840,0.991084871814253,-0.8262338476412720,-0.683384803583336,-0.42361045720064000,-0.17824605564949200,-0.7989662576069340,0.44466151674170700,0.23847605343372300,-0.7879221815181180,0.9041506194668130,-0.999726958106734,-0.9705316516498830,-0.9846878557941270,0.8020957578842930,0.6524374681640520,-0.8939211110263920,-0.9701911580773580,0.9758974493306060,2
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0.0,0.0,-0.2752820340321500,0.241257112892371,-0.9846319135160480,0.6806303152549850,-0.3757942285902480,-0.9354479599744740,0.0547189836399584,0.0547189836399584,-0.8068259031699940,-0.21122987870191600,-0.4203200155641420,0.7153794036061150,-0.6813809815553600,0.9448600381598610,0.9448600381598610,0.17667868149685700,0.45201234267200900,-0.7395415287592590,0.6551836679493350,-0.9558059386176660,-0.9558059386176660,0.6307913561627240,-0.31381055935888200,-0.9567375630830610,0.1205027693673670,0.1205027693673670,-0.32160813176404700,0.9388886398316540,-0.6942860108229740,-0.6942860108229740,-0.7552387953835560,0.9047516632199640,0.9047516632199640,-0.40412164452679200,-0.40412164452679200,1.0,2
1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0.0,0.19,-0.4782957447845290,0.21187294774677100,-0.9989553585808560,0.8125144585867200,-0.015083101245767700,-0.8864854854915790,0.0548887281534492,-0.13467322242642700,-0.6807306451508600,-0.5335843865891180,-0.013797535904386200,0.811764300246999,-0.8864639497471930,0.8506218777929890,0.7360164495269500,0.2740589195454280,0.2945838475183510,-0.9432845990484760,0.7204324789908390,-0.9641944846423660,-0.896758416334147,0.848197327247031,-0.0791208888067341,-0.8550121605480260,-0.009203543268808340,-0.19788881460910900,-0.47716624999782100,0.9995067781188240,-0.5374643566887570,-0.36853012420193500,-0.5695993893834330,0.9975510002532800,0.9663899781345130,-0.5107168432519060,-0.6638973450543530,0.9820042351172700,2
1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0.0,0.0,-0.5800035583807080,0.14301891519621700,-0.9879043618441830,0.7092774195392780,-0.3288670781506330,-0.9519906827192030,0.05486875829292370,0.05486875829292370,-0.6432684776134740,-0.5420150349464450,-0.05377202692809500,0.4857027545345310,-0.8622258585018750,0.7815627107880270,0.7815627107880270,0.09745608858848570,0.5046875588337030,-0.8318257152467460,0.5349306910159650,-0.9803817461388990,-0.9803817461388990,0.6761854923786880,-0.28518905924502100,-0.9650343229592000,0.10062573338693200,0.10062573338693200,-0.3310606222620460,0.9353995427953720,-0.6649503643367160,-0.6649503643367160,-0.6860299601802840,0.9249090598573130,0.9249090598573130,-0.35790038912391400,-0.35790038912391400,1.0,2
1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0.0,0.0,-0.08900512281141000,0.13350124882414900,-0.9908605515815100,0.8242422312336420,-0.5773616711281810,-0.9455512964933190,0.05447934163576720,0.05447934163576720,-0.9453803929404630,-0.06279172292408350,-0.3929136907484290,0.6868651800689230,-0.5052293874952720,0.9897030197746430,0.9897030197746430,0.10740344820988000,0.35135689749689000,-0.6536436208636120,0.5433527633267750,-0.9823037763382320,-0.9823037763382320,0.809072738971454,-0.5556991462506130,-0.9537802521896860,0.08070844845480060,0.08070844845480060,0.12226594815950500,0.9870018252063470,-0.5204922624215540,-0.5204922624215540,-0.8704020629027670,0.7838216658808490,0.7838216658808490,-0.3765027618802830,-0.3765027618802830,1.0,2
1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0.0,0.0,-0.6753454877883050,0.23402054842799600,-0.9814346493112330,-0.04880796003184330,-0.44197901366839700,-0.7688075176703030,0.052172628919414600,0.052172628919414600,-0.46953107608265800,-0.6074393262879020,-0.6988568171966520,0.26399995025572000,-0.9995149223555240,0.7012625396704330,0.7012625396704330,0.1470755535718630,0.957734423114678,-0.6978483250035640,0.8595690260008150,-0.9586980828436690,-0.9586980828436690,-0.13699518575879900,-0.36087288013976700,-0.8223757898643390,0.1403316058467370,0.1403316058467370,-0.8710949047148250,0.6811903508338710,-0.9999943250345790,-0.9999943250345790,-0.950865146886587,0.8727445076457510,0.8727445076457510,-0.6787200473200130,-0.6787200473200130,1.0,2
1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0.0,0.15,-0.3905629741663730,0.4132507550801780,-0.8455602411676730,0.030977684047604700,-0.554376544673599,-0.3402326414767420,0.0523623692119439,-0.09745872954638640,-0.5962000583995720,0.057135808750675100,-0.8592480698394070,0.45926441692078600,-0.987409621077737,0.8988625176184500,0.8232808782875730,-0.03238331775972470,0.8463102214441800,-0.43711544130702800,0.9831874470475920,-0.8877292517787500,-0.8089647866300860,-0.41453098325609600,-0.12884449429552500,-0.7212285692729450,0.48887208186052800,0.35301940121933000,-0.7495800213847380,0.9777362253881630,-0.9965268199951550,-0.9728928220824880,-0.9410003364789370,0.8020957578842930,0.7038453156522360,-0.9568666743872640,-0.9895379644680320,0.9887710779360420,2
1.51743,12.2,3.25,1.16,73.55,0.62,8.9,0.0,0.24,0.40752024283096700,0.055013232569588100,-0.8941967374348530,0.9457848571162570,-0.5367948826809820,-0.5464707599351520,0.05334099949804210,-0.18555208396243200,-0.966911577546057,0.7012625396704330,-0.6002374654987000,0.9680081178413230,-0.628519086319688,0.9336336440746370,0.9920258543399800,-0.297801641323633,0.16821640767407300,-0.7462355491298030,0.9145628431984180,-0.9941296760805460,-0.9399176386599380,0.7723754874596710,-0.2076810016087840,-0.8049399679500470,0.3993395294062730,0.169967142900241,0.33591135484320300,0.7188908065772780,-0.2738822864870270,-0.037418621886223700,-0.9954698062031190,0.8138784566625340,0.6524374681640520,-0.8654352092411120,-0.9597240569847160,0.9713379748520300,2
1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0.0,0.0,-0.04970257230786170,-0.3102908613815560,-0.996364386433606,0.7829927686139400,-0.6257507811045860,-0.8067814102085310,0.053880222926690400,0.053880222926690400,-0.987549724003377,-0.24045352646157000,-0.49148837874026000,0.6721930835534680,-0.7101053000132240,0.9946352787954390,0.9946352787954390,-0.12208366377743300,0.7701141090296710,-0.8922884481070680,0.41179751556429800,-0.9659793123979750,-0.9659793123979750,0.8878137877276200,-0.7638152020777740,-0.6783938504738450,-0.13875453495237800,-0.13875453495237800,0.11233502658579900,0.9976485590263840,-0.5789394232697470,-0.5789394232697470,-0.9880457848572420,0.7451744023448700,0.7451744023448700,-0.6334613253642750,-0.6334613253642750,1.0,2
1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0.0,-0.33437601684087300,-0.2321417231329450,-0.9813405510405100,0.5734268516267720,-0.520395186271887,-0.6345794797922540,-0.08720277360529290,0.05266195529619120,-0.9776043094872280,-0.2501479486308680,-0.49148837874026000,0.5456519927727260,-0.9710643148808380,0.8609666164623060,0.9235231208640650,-0.3168333656023190,0.8861732591046940,-0.9137372031415450,0.6848703183835530,-0.9991351502732800,-0.9835573130340060,0.4991110779760250,-0.4432344156657090,-0.7001262430542190,0.0007963267107334850,0.1403316058467370,-0.3026076175897520,0.9995913050105640,-0.6942860108229740,-0.7879221815181180,-0.9993953076743250,0.7384685587295880,0.8253356149096780,-0.8800741638058530,-0.8052033853057,0.9902159962126370,2
1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,-0.12902238264902300,-0.3389861019741170,-0.9829284037561070,0.8186880699473360,-0.4931906253937770,-0.6357843650171630,-0.055724792904768600,-0.16499572135397300,-0.9941776251838150,-0.05280848317387910,-0.36515377013193400,0.7292101253186200,-0.8999469179222440,0.9571997356932870,0.919641581462169,-0.4099406389623060,0.7506332695523070,-0.9614943580602990,0.6007394263410090,-0.9835573130340060,-0.9974383404070190,0.7723754874596710,-0.4252188520981520,-0.6929511652560970,0.02079482780309240,-0.08908541693645900,0.01257230941353960,0.9291863380514090,-0.432647570452472,-0.3310606222620460,-0.9979026414617450,0.7775727187509280,0.7038453156522360,-0.8654352092411110,-0.9152058219175660,0.946042343528387,2
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0.0,0.0,0.2666031960848030,-0.4574175749768320,-0.9999837131426870,0.531078287744341,-0.6023993433043350,-0.24573152747445100,0.05347081397316060,0.05347081397316060,-0.8033104204822070,0.15652069800626700,-0.9222257392937580,0.8853131098124400,-0.9166623852129240,0.976683059583864,0.976683059583864,-0.35450906504813200,0.9816672133697030,-0.9614943580602990,0.8159818923245950,-0.912438361391958,-0.912438361391958,0.6230004212937650,-0.6883440203992380,-0.1351593510936450,-0.059169093714148100,-0.059169093714148100,-0.2545935297621360,0.9136625655223530,-0.8177133982046510,-0.8177133982046510,-0.8750670286215940,0.7648421872844890,0.7648421872844890,-0.9810906691380450,-0.9810906691380450,1.0,2
1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0.0,0.2,-0.0010330586621813200,-0.4206747734625030,-0.7014312870352050,0.9975493432963240,-0.2930388476857180,-0.05734281521328510,0.05257207996734580,-0.14687045883968600,-0.946700369671549,0.6343496453068600,0.0361941191497923,0.9196415814621700,-0.9988070064251180,0.9985622891321230,0.9680081178413230,-0.9011387094668890,0.3885155276129460,-0.9995009936263280,0.9262828155547180,-0.9280727102093330,-0.9835573130340060,0.7260586072644790,0.3809248243668820,-0.6783938504738450,0.6748757600712670,0.5148188449699550,0.3264757803546110,0.02220349535520460,-0.01742647722135920,0.18156005444970000,-0.9410003364789380,0.9393727128473790,0.8525245220595060,-0.9999885855671580,-0.9810046215940660,0.9800665778412420,2
1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0.0,0.0,-0.9283998336868970,-0.035131749533829800,-0.578145233937231,-0.9873257070373960,-0.036445600040983400,0.824838757366491,0.04353256540960060,0.04353256540960060,-0.3228693035132350,-0.3172545344270360,-0.8991374348965080,0.25434168418624400,0.9531662262589760,0.33081487794904700,0.33081487794904700,-0.7848096869247680,-0.10722084852347700,-0.9960946152060810,-0.6074393262879040,-0.999964658471342,-0.999964658471342,-0.5177041303037250,0.7384685587295880,0.9647326178866100,0.7899922314973650,0.7899922314973650,0.035827036882378200,0.8635185069382740,0.11557584068214200,0.11557584068214200,0.6627054794239860,0.9968017063026190,0.9968017063026190,0.60073942634101,0.60073942634101,1.0,2
1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0.0,0.0,-0.9380410000485870,-0.2843122332625150,-0.9015348800228120,-0.914118069516136,-0.033297517170192100,0.9683481655061950,0.04667935805633860,0.04667935805633860,-0.5216293511990910,-0.7596879128588210,-0.9877010522639600,0.2252181581332820,0.8714030247877080,0.3023593987747330,0.3023593987747330,-0.599109926407685,0.2207395315761500,-0.9869722926960380,0.43241277233123100,-0.9709581651495910,-0.9709581651495910,-0.9979928587787160,0.3153223623952690,0.8217217718383770,0.3901516843082300,0.3901516843082300,-0.517704130303737,0.966751243530143,-0.44767656729816800,-0.44767656729816800,-0.1252445195762510,0.9968017063026190,0.9968017063026190,-0.20412938885309500,-0.20412938885309500,1.0,2
1.52475,11.45,0.0,1.88,72.19,0.81,13.24,0.0,0.34,0.9177656101758370,0.046030056790033600,-0.965573470237695,-0.11243908186119200,-0.6917818179165400,-0.5871900841306980,0.046030056790033600,-0.2897385634364460,0.4389463812275540,0.7223308807054340,-0.3781477716980200,0.9534344706181510,0.9035806678869680,0.4389463812275540,0.7134613224062320,-0.3043001710598330,-0.9977809739150810,0.6894984329517470,0.7815627107880270,1.0,0.9427546655283460,0.24020074060519200,-0.8997532112139410,-0.8320721131583900,-0.3043001710598330,-0.6045522710579290,-0.7361927182273160,-0.8213638686489280,-0.9977809739150810,-0.9628668191752100,0.08705659957970340,0.6894984329517470,0.40848744088415700,0.7815627107880270,0.5287837458369270,0.9427546655283460,2
1.53125,10.73,0.0,2.1,69.81,0.58,13.3,3.15,0.28,0.9538107259607250,0.03953601977196580,-0.8824940684589930,-0.6094885390176950,-0.5145250581767110,-0.6396809103701650,-0.03113394838207640,-0.23814327196240500,-0.2624634655510410,0.9654505708692730,0.4163138313251020,0.3092703896313520,0.45115141704025400,0.25434168418624400,0.014425212106301100,-0.5048461045998580,0.7680782785634730,0.8364626499151870,0.7427491727036700,-0.999964658471342,0.9610554383107710,-0.9405225913012190,-0.8953443058394920,-0.9529529168871800,0.5120854772418410,-0.7237378787025690,0.2915383970160550,0.1417265168137490,-0.7626675025278730,0.5611998194864930,0.25434168418624400,-0.8318257152467460,0.6524374681640520,-0.7370936841921480,0.5287837458369270,-0.9586980828436690,2
